Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cancellation Date,Enrollment Date,Cancelled Before Cutoff,Enrolled After Cutoff,Promotion Customer,Tenure,Total Flights in Lifetime,Total Distance,Net Reward Points,Redeem Ratio,Months Since Last Flight,Flights in last 3 months,Flights in last 6 months,Engagement Score,Cancelled In Label Window,Churn,churn_risk_score,churn_risk_tier,segment,segment_name
864288,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,89394.0,married,nova,3020.42,standard,2015,10,0.0,0.0,,2015-10-01,False,False,0,32,30,45421,43819.0,0.035,0,13,20,0.2802455441657607,False,0,0.2029212671799885,Low Risk,1,"Champions (high flights, low churn)"
702147,canada,new brunswick,fredericton,e3b 2h2,female,doctor,279713.0,single,nova,3023.89,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,11,15950,15950.0,0.0,0,10,11,0.1286179867305942,False,0,0.4842823251097923,Medium Risk,2,Occasional / Higher Churn Risk
724723,canada,ontario,toronto,p2t 6g3,male,college,73455.0,single,nova,3028.78,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,14,24632,24632.0,0.0,2,3,8,0.09953228814484,False,0,0.2425136949836712,Low Risk,2,Occasional / Higher Churn Risk
772152,canada,ontario,ottawa,k1f 2r2,female,bachelor,51982.0,single,nova,3031.59,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,20,27184,26741.0,0.016,0,5,8,0.2556807509527748,False,0,0.2317773090136342,Low Risk,2,Occasional / Higher Churn Risk
173227,canada,british columbia,vancouver,v5r 1w3,female,bachelor,85897.0,married,nova,3032.82,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,4,3348,3348.0,0.0,0,4,4,0.0482094691458994,False,0,0.2758669554253911,Low Risk,2,Occasional / Higher Churn Risk
413088,canada,quebec,montreal,h2y 4r4,male,doctor,266870.0,married,nova,3033.41,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,33,43809,42589.0,0.028,1,2,5,0.1908923247917058,False,0,0.1888606866087148,Low Risk,1,"Champions (high flights, low churn)"
667293,canada,manitoba,winnipeg,r3r 3t4,male,doctor,266870.0,married,nova,3033.41,standard,2017,7,0.0,0.0,,2017-07-01,False,False,0,11,13,17055,16289.0,0.045,1,4,6,0.0917989859285459,False,0,0.257868446387248,Low Risk,0,Engaged / Mid-Tier Loyalty
140290,canada,alberta,calgary,t3e 2v9,male,bachelor,81816.0,married,nova,3034.65,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,26,37899,37899.0,0.0,0,4,10,0.1789782037070833,False,0,0.2278081484850722,Low Risk,1,"Champions (high flights, low churn)"
994571,canada,ontario,toronto,m2m 6j7,male,bachelor,81816.0,married,nova,3034.65,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,29,50474,49978.0,0.01,0,1,7,0.110805811365893,False,0,0.2440527818450558,Low Risk,1,"Champions (high flights, low churn)"
575948,canada,quebec,montreal,h2y 4r4,female,high school or below,54473.0,married,nova,3034.77,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,39,62448,61813.0,0.01,1,2,12,0.2387237392956188,False,0,0.2006062164905796,Low Risk,1,"Champions (high flights, low churn)"
144641,canada,british columbia,vancouver,v6e 3d9,female,bachelor,89900.0,married,nova,3034.8,standard,2017,11,0.0,0.0,,2017-11-01,False,False,0,7,15,22638,22259.0,0.017,0,8,15,0.1441465175154641,False,0,0.3951475748062447,Medium Risk,2,Occasional / Higher Churn Risk
192250,canada,ontario,toronto,p5s 6r4,male,bachelor,89900.0,married,nova,3034.8,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,26,37003,36146.0,0.023,0,7,7,0.2278744270106371,False,0,0.2261645491238014,Low Risk,1,"Champions (high flights, low churn)"
938093,canada,british columbia,vancouver,v5r 1w3,female,bachelor,62243.0,single,star,7532.26,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,32,52752,78435.0,0.009,0,28,32,0.3330918060903267,False,0,0.4521756618816052,Medium Risk,1,"Champions (high flights, low churn)"
758389,canada,british columbia,dawson creek,u5i 4f1,female,college,73455.0,single,nova,3040.25,standard,2015,2,0.0,0.0,,2015-02-01,False,False,0,40,34,53132,53132.0,0.0,1,8,12,0.2409438543520305,False,0,0.2308788997413296,Low Risk,1,"Champions (high flights, low churn)"
870764,canada,ontario,toronto,m2z 4k1,male,college,73455.0,single,nova,3040.25,standard,2015,2,0.0,0.0,,2015-02-01,False,False,0,40,32,46576,45745.0,0.018,0,5,12,0.2246395065259436,False,0,0.2481396215735916,Low Risk,1,"Champions (high flights, low churn)"
817245,canada,nova scotia,halifax,b3j 9s2,female,bachelor,49816.0,single,nova,3044.0,standard,2013,9,0.0,0.0,,2013-09-01,False,False,0,57,22,29180,27794.0,0.047,1,2,6,0.2363673397541735,False,1,0.2508476963836254,Low Risk,0,Engaged / Mid-Tier Loyalty
523170,canada,ontario,toronto,p1l 8x8,male,master,94014.0,divorced,nova,3044.79,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,25,40632,40632.0,0.0,0,6,9,0.3032201834216856,False,0,0.128008871932983,Low Risk,1,"Champions (high flights, low churn)"
239956,canada,manitoba,winnipeg,r3r 3t4,female,college,73455.0,single,nova,3049.84,standard,2017,1,0.0,0.0,,2017-01-01,False,False,0,17,37,58282,57667.0,0.011,0,7,15,0.172541694810449,False,0,0.2410956037313902,Low Risk,1,"Champions (high flights, low churn)"
918807,canada,quebec,montreal,h2y 4r4,male,college,73455.0,single,nova,3049.84,standard,2014,8,0.0,0.0,,2014-08-01,False,False,0,46,29,39426,37144.0,0.058,0,6,6,0.2209622381159028,False,0,0.212302636684231,Low Risk,0,Engaged / Mid-Tier Loyalty
491242,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,43234.0,married,star,7597.91,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,31,59545,89317.5,0.0,0,31,31,0.3480741315019161,False,0,0.5733080865274434,Medium Risk,1,"Champions (high flights, low churn)"
702048,canada,ontario,toronto,m8y 4k8,male,college,73455.0,divorced,nova,3052.63,standard,2016,2,0.0,0.0,,2016-02-01,False,False,0,28,23,35292,34939.0,0.01,0,7,8,0.1753986973982736,False,0,0.2333847377826552,Low Risk,2,Occasional / Higher Churn Risk
181830,canada,quebec,montreal,h2t 2j6,female,college,73455.0,single,nova,3054.54,standard,2016,4,0.0,0.0,,2016-04-01,False,False,0,26,30,48292,47249.0,0.022,0,6,6,0.153409100585803,False,0,0.2220845806513162,Low Risk,1,"Champions (high flights, low churn)"
362680,canada,british columbia,west vancouver,v6v 8z3,male,college,73455.0,single,nova,3054.54,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,35,47699,47699.0,0.0,0,6,10,0.2608547815608958,False,0,0.2230003957639233,Low Risk,1,"Champions (high flights, low churn)"
347850,canada,nova scotia,halifax,b3c 2m8,female,bachelor,62937.0,married,nova,3055.7,standard,2014,2,2018.0,7.0,2018-07-01,2014-02-01,False,False,0,52,30,40835,39557.0,0.031,2,2,9,0.2342172517978553,True,1,0.2429822651105434,Low Risk,1,"Champions (high flights, low churn)"
808498,canada,new brunswick,moncton,e1a 2a7,female,bachelor,89210.0,married,nova,3056.99,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,33,52869,52869.0,0.0,0,10,14,0.3258579258223896,False,0,0.1521820381175268,Low Risk,1,"Champions (high flights, low churn)"
450323,canada,new brunswick,moncton,e1a 2a7,male,college,73455.0,married,nova,3059.06,standard,2014,12,0.0,0.0,,2014-12-01,False,False,0,42,19,24360,23377.0,0.04,1,2,2,0.1661300584655545,False,0,0.2553780141113848,Low Risk,0,Engaged / Mid-Tier Loyalty
756481,canada,quebec,tremblant,h5y 2s9,female,college,73455.0,married,nova,3059.06,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,29,43458,43029.0,0.01,0,11,11,0.2084850733269632,False,0,0.2101814468045489,Low Risk,1,"Champions (high flights, low churn)"
930620,canada,quebec,montreal,h2y 4r4,female,college,73455.0,single,nova,3059.18,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.0035650482141324,False,0,0.422220742157458,Medium Risk,4,Dormant / Never Flew
442838,canada,british columbia,vancouver,v6e 3z3,male,bachelor,79531.0,married,nova,3059.28,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,24,40231,39626.0,0.015,1,6,10,0.3081666317044903,False,0,0.1339942967982721,Low Risk,1,"Champions (high flights, low churn)"
336037,canada,quebec,hull,j8y 3z5,male,college,73455.0,single,nova,3059.43,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,23,39549,39549.0,0.0,0,8,11,0.1516413209420087,False,0,0.2059051353180255,Low Risk,2,Occasional / Higher Churn Risk
479198,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,60184.0,married,nova,3059.55,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,16,20424,19913.0,0.025,1,1,1,0.0814704951563823,False,0,0.2687274587640721,Low Risk,2,Occasional / Higher Churn Risk
672635,canada,british columbia,victoria,v10 6t5,male,bachelor,39025.0,single,star,7651.1,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,0,0,0.0,0.0,999,0,0,0.0244200129812915,False,0,0.7705520252901644,High Risk,4,Dormant / Never Flew
152406,canada,nova scotia,halifax,b3j 9s2,male,bachelor,73521.0,single,nova,3061.05,standard,2014,6,0.0,0.0,,2014-06-01,False,False,0,48,32,50391,48743.0,0.033,0,9,10,0.2636656030104724,False,0,0.2102845280051403,Low Risk,1,"Champions (high flights, low churn)"
447925,canada,saskatchewan,regina,s6j 3g0,female,bachelor,73521.0,single,nova,3061.05,standard,2012,7,0.0,0.0,,2012-07-01,False,False,0,71,26,39033,37649.0,0.035,0,8,12,0.3457374446731069,False,0,0.1182839546877777,Low Risk,1,"Champions (high flights, low churn)"
884691,canada,quebec,quebec city,g1b 3l5,female,bachelor,96566.0,single,nova,3061.8,standard,2016,11,0.0,0.0,,2016-11-01,False,False,0,19,26,27034,26612.0,0.016,0,6,12,0.1591945064455933,False,0,0.2373615962668499,Low Risk,2,Occasional / Higher Churn Risk
197608,canada,saskatchewan,regina,s6j 3g0,male,college,73455.0,single,nova,3063.11,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,37,51129,50541.0,0.012,0,10,15,0.296994892573835,False,0,0.2041225040262771,Low Risk,1,"Champions (high flights, low churn)"
802336,canada,ontario,kingston,m9k 2p4,male,college,73455.0,single,nova,3063.11,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,10,13041,12143.0,0.069,1,4,5,0.0802314539433887,False,0,0.2678313877036509,Low Risk,0,Engaged / Mid-Tier Loyalty
153003,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,79483.0,married,nova,3075.59,standard,2017,1,0.0,0.0,,2017-01-01,False,False,0,17,24,31912,30808.0,0.035,1,4,8,0.1220026796781648,False,0,0.2288036944280808,Low Risk,0,Engaged / Mid-Tier Loyalty
199405,canada,quebec,montreal,h4g 3t4,male,bachelor,79483.0,married,nova,3075.59,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,34,43187,42105.0,0.025,0,10,16,0.3019351697129566,False,0,0.1772828688334849,Low Risk,1,"Champions (high flights, low churn)"
230560,canada,british columbia,vancouver,v1e 4r6,male,college,73455.0,divorced,star,8231.22,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,12,27484,41226.0,0.0,0,12,12,0.156998786908584,False,0,0.5060680516195091,Medium Risk,2,Occasional / Higher Churn Risk
156945,canada,quebec,quebec city,g1b 3l5,male,bachelor,99335.0,married,nova,3086.72,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,19,24657,24657.0,0.0,0,4,12,0.1146176673452046,False,0,0.2144705450556601,Low Risk,2,Occasional / Higher Churn Risk
783363,canada,newfoundland,st. john's,a1c 6h9,female,bachelor,99335.0,married,nova,3086.72,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,13,21914,21394.0,0.024,2,3,8,0.0895750415992541,False,0,0.2606138028905185,Low Risk,2,Occasional / Higher Churn Risk
668968,canada,british columbia,kelowna,v09 2e9,female,bachelor,89781.0,married,star,8609.16,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,9,15810,23715.0,0.0,1,8,9,0.1183357549681328,False,0,0.6799416900355787,High Risk,2,Occasional / Higher Churn Risk
992985,canada,ontario,toronto,m2m 7k8,female,high school or below,59061.0,single,nova,3086.87,standard,2014,12,0.0,0.0,,2014-12-01,False,False,0,42,21,31604,30330.0,0.04,0,5,10,0.22173547540487,False,0,0.2707944635904135,Low Risk,0,Engaged / Mid-Tier Loyalty
737949,canada,british columbia,vancouver,v5r 1w3,female,bachelor,62108.0,married,nova,3087.25,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,17,28130,27796.0,0.012,1,7,10,0.1413899910899254,False,0,0.2795620679208274,Low Risk,2,Occasional / Higher Churn Risk
846046,canada,ontario,toronto,p1w 1k4,male,bachelor,62108.0,married,nova,3087.25,standard,2013,2,0.0,0.0,,2013-02-01,False,False,0,64,18,28266,28266.0,0.0,2,2,9,0.274854657802674,False,0,0.1776443114212044,Low Risk,2,Occasional / Higher Churn Risk
379506,canada,alberta,edmonton,t3g 6y6,female,doctor,155273.0,married,nova,3088.0,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,29,43128,42760.0,0.009,0,4,6,0.2203449676570018,False,0,0.1738624305200987,Low Risk,1,"Champions (high flights, low churn)"
423941,canada,alberta,banff,t4v 1d4,female,college,73455.0,single,nova,3090.03,standard,2015,10,0.0,0.0,,2015-10-01,False,False,0,32,21,41695,41695.0,0.0,0,3,9,0.1721898675169127,False,0,0.2196064022694494,Low Risk,2,Occasional / Higher Churn Risk
798954,canada,ontario,sudbury,m5v 1g5,female,bachelor,54714.0,married,nova,3092.63,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,41,55586,55041.0,0.01,0,9,11,0.3058266835278486,False,0,0.1691243061283854,Low Risk,1,"Champions (high flights, low churn)"
903641,canada,british columbia,whistler,v6t 1y8,female,bachelor,82198.0,married,star,8657.97,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,32,49338,74007.0,0.0,0,28,32,0.3365479842770961,False,0,0.5799508587184621,Medium Risk,1,"Champions (high flights, low churn)"
196367,canada,ontario,toronto,p1j 8t7,male,bachelor,96481.0,married,nova,3095.18,standard,2013,10,0.0,0.0,,2013-10-01,False,False,0,56,32,56091,54747.0,0.024,0,6,9,0.2695911080608805,False,0,0.2228311836141236,Low Risk,1,"Champions (high flights, low churn)"
573649,canada,british columbia,vancouver,v5r 1w3,male,bachelor,96481.0,married,nova,3095.18,standard,2012,11,0.0,0.0,,2012-11-01,False,False,0,67,27,37953,37953.0,0.0,0,8,10,0.3225247962247476,False,0,0.1262930690264836,Low Risk,1,"Champions (high flights, low churn)"
337235,canada,british columbia,victoria,v10 6t5,female,bachelor,71120.0,married,nova,3095.63,standard,2014,1,0.0,0.0,,2014-01-01,False,False,0,53,33,42069,40777.0,0.031,0,4,6,0.2338819069547449,False,0,0.2126395343184204,Low Risk,1,"Champions (high flights, low churn)"
706820,canada,quebec,montreal,h2t 2j6,female,bachelor,71120.0,married,nova,3095.63,standard,2016,7,0.0,0.0,,2016-07-01,False,False,0,23,33,46022,46022.0,0.0,1,2,6,0.1216609903860022,False,0,0.1794115717137493,Low Risk,1,"Champions (high flights, low churn)"
620406,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,single,nova,3095.71,standard,2012,7,0.0,0.0,,2012-07-01,False,False,0,71,28,43226,41359.0,0.043,0,7,12,0.3404090759151841,False,0,0.1253796418209836,Low Risk,1,"Champions (high flights, low churn)"
502943,canada,ontario,toronto,p1j 8t7,male,bachelor,56358.0,divorced,nova,3095.8,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,22,27373,26943.0,0.016,0,6,9,0.2999984170031434,False,0,0.1922148943532229,Low Risk,2,Occasional / Higher Churn Risk
827677,canada,british columbia,whistler,v6t 1y8,male,bachelor,21616.0,divorced,star,8697.88,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,0,0,0.0,0.0,999,0,0,0.0310122370236033,False,1,0.9045263315048452,High Risk,4,Dormant / Never Flew
624704,canada,alberta,calgary,t3e 2v9,female,bachelor,47715.0,divorced,nova,3096.51,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,4,9404,9404.0,0.0,0,4,4,0.048405011504691,False,0,0.4065757034079663,Medium Risk,2,Occasional / Higher Churn Risk
686769,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,47715.0,divorced,nova,3096.51,standard,2014,4,0.0,0.0,,2014-04-01,False,False,0,50,12,16128,15713.0,0.026,5,0,2,0.1824025000418215,False,0,0.3186089649117679,Medium Risk,2,Occasional / Higher Churn Risk
690671,canada,ontario,toronto,p5s 6r4,female,bachelor,47715.0,divorced,nova,3096.51,standard,2016,9,0.0,0.0,,2016-09-01,False,False,0,21,22,39679,38613.0,0.027,0,8,9,0.1622215134286098,False,0,0.2290446908628604,Low Risk,1,"Champions (high flights, low churn)"
357988,canada,british columbia,whistler,v6t 1y8,female,high school or below,53636.0,divorced,star,9052.95,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,10,23954,35931.0,0.0,1,10,10,0.1320914358526958,False,0,0.4281083727146745,Medium Risk,2,Occasional / Higher Churn Risk
974041,canada,new brunswick,fredericton,e3b 2h2,female,college,73455.0,single,nova,3097.92,standard,2016,6,0.0,0.0,,2016-06-01,False,False,0,24,35,52011,50931.0,0.021,2,2,4,0.1152424780012427,False,0,0.2428478778319215,Low Risk,1,"Champions (high flights, low churn)"
626560,canada,british columbia,vancouver,v5r 1w3,male,bachelor,28464.0,divorced,star,9100.79,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,8,8600,12900.0,0.0,1,8,8,0.1149432068051527,False,0,0.6003492899503211,High Risk,2,Occasional / Higher Churn Risk
235398,canada,ontario,toronto,m2m 7k8,male,bachelor,47445.0,married,nova,3102.79,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,35,43505,43505.0,0.0,1,4,9,0.3026638261422229,False,0,0.1289413011615355,Low Risk,1,"Champions (high flights, low churn)"
514632,canada,ontario,toronto,m1r 4k3,female,bachelor,86543.0,married,nova,3103.92,standard,2016,8,0.0,0.0,,2016-08-01,False,False,0,22,18,25631,25631.0,0.0,1,2,7,0.1232100249218541,False,0,0.2277312821340382,Low Risk,2,Occasional / Higher Churn Risk
581079,canada,alberta,banff,t4v 1d4,male,bachelor,86543.0,married,nova,3103.92,standard,2012,6,0.0,0.0,,2012-06-01,False,False,0,72,24,34406,33306.0,0.032,0,4,7,0.3029985090581643,False,0,0.1359507877643505,Low Risk,0,Engaged / Mid-Tier Loyalty
324242,canada,quebec,tremblant,h5y 2s9,female,bachelor,103058.0,single,nova,3105.35,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,39,61317,61317.0,0.0,0,10,14,0.2922226179134867,False,0,0.2021927971995674,Low Risk,1,"Champions (high flights, low churn)"
669066,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,103058.0,single,nova,3105.35,standard,2016,9,0.0,0.0,,2016-09-01,False,False,0,21,36,50942,50533.0,0.008,0,7,15,0.1862256362771188,False,0,0.2326905230191578,Low Risk,1,"Champions (high flights, low churn)"
616956,canada,quebec,quebec city,g1b 3l5,male,doctor,199831.0,single,nova,3106.48,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.0037102696550312,False,0,0.3461878372268925,Medium Risk,4,Dormant / Never Flew
779882,canada,newfoundland,st. john's,a1c 6h9,male,doctor,199831.0,single,nova,3106.48,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,33,44677,44220.0,0.01,1,5,9,0.2743261540816573,False,0,0.1825363526291377,Low Risk,1,"Champions (high flights, low churn)"
540715,canada,british columbia,vancouver,v5r 1w3,male,bachelor,87231.0,married,star,9581.28,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,12,11028,16542.0,0.0,1,12,12,0.1543870123611261,False,0,0.6607485324984026,High Risk,2,Occasional / Higher Churn Risk
299454,canada,ontario,ottawa,k1f 2r2,male,college,73455.0,married,nova,3107.59,standard,2014,7,2018.0,8.0,2018-08-01,2014-07-01,False,False,0,47,18,31713,31713.0,0.0,0,4,5,0.2087463957401852,True,1,0.2644736340397838,Low Risk,2,Occasional / Higher Churn Risk
429354,canada,british columbia,whistler,v6t 1y8,female,bachelor,88606.0,married,nova,3109.01,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,20,30522,29873.0,0.021,0,6,11,0.181464517809339,False,0,0.2352598667531581,Low Risk,2,Occasional / Higher Churn Risk
708230,canada,ontario,ottawa,k1g 4z0,female,bachelor,56088.0,married,nova,3112.05,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,20,28499,28110.0,0.014,0,6,8,0.2613625635220354,False,0,0.2227438600005008,Low Risk,2,Occasional / Higher Churn Risk
224664,canada,quebec,montreal,h4g 3t4,female,bachelor,94534.0,married,nova,3113.34,standard,2013,9,0.0,0.0,,2013-09-01,False,False,0,57,41,66580,66161.0,0.006,0,10,18,0.3388820191414638,False,0,0.1567595606790982,Low Risk,1,"Champions (high flights, low churn)"
873116,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,94534.0,married,nova,3113.34,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,24,29472,28846.0,0.021,1,1,6,0.2243886894946814,False,0,0.2413217711686279,Low Risk,2,Occasional / Higher Churn Risk
209107,canada,british columbia,kelowna,v09 2e9,female,bachelor,74490.0,married,star,10049.29,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,0,0,0.0,0.0,999,0,0,0.0351613640308983,False,1,0.963074174413332,High Risk,4,Dormant / Never Flew
851563,canada,ontario,toronto,p1j 8t7,female,bachelor,96873.0,divorced,nova,3118.93,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,23,38566,38566.0,0.0,0,7,13,0.1460580029007055,False,0,0.1999011190950798,Low Risk,2,Occasional / Higher Churn Risk
977080,canada,british columbia,vancouver,v1e 4r6,female,bachelor,96873.0,divorced,nova,3118.93,standard,2013,12,0.0,0.0,,2013-12-01,False,False,0,54,32,41929,39546.0,0.057,0,6,12,0.2776131513995881,False,0,0.2331331807355728,Low Risk,0,Engaged / Mid-Tier Loyalty
248433,canada,british columbia,victoria,v10 6t5,female,college,73455.0,married,nova,3123.08,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,35,58866,58554.0,0.005,0,7,9,0.1974088471254586,False,0,0.2355948399825127,Low Risk,1,"Champions (high flights, low churn)"
314108,canada,ontario,ottawa,k1g 4z0,male,college,73455.0,married,nova,3123.08,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,22,26910,26000.0,0.034,1,3,4,0.1984572100664046,False,0,0.2249792351453842,Low Risk,0,Engaged / Mid-Tier Loyalty
358201,canada,british columbia,whistler,v6t 1y8,female,college,73455.0,married,nova,3123.08,standard,2016,12,0.0,0.0,,2016-12-01,False,False,0,18,23,32109,30474.0,0.051,1,3,6,0.1102881586620591,False,0,0.2317900155630034,Low Risk,0,Engaged / Mid-Tier Loyalty
480158,canada,quebec,montreal,h2t 9k8,male,college,73455.0,married,nova,3123.08,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,28,32991,31757.0,0.037,0,6,9,0.2021091996518981,False,0,0.2163206141302746,Low Risk,0,Engaged / Mid-Tier Loyalty
819521,canada,british columbia,victoria,v10 6t5,female,master,69772.0,divorced,star,10083.49,2018 promotion,2018,3,2018.0,11.0,2018-11-01,2018-03-01,False,False,1,3,32,67092,100638.0,0.0,0,32,32,0.3660421541564317,True,1,0.7448120249401622,High Risk,1,"Champions (high flights, low churn)"
824990,canada,ontario,toronto,m2m 7k8,male,college,73455.0,married,nova,3123.08,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,21,37575,36629.0,0.025,0,9,13,0.2177511203449696,False,0,0.2605493431637725,Low Risk,2,Occasional / Higher Churn Risk
992002,canada,british columbia,vancouver,v5r 1w3,male,college,73455.0,married,nova,3123.08,standard,2015,8,0.0,0.0,,2015-08-01,False,False,0,34,18,27894,27414.0,0.017,0,4,5,0.1648750345404951,False,0,0.2774102207181049,Low Risk,2,Occasional / Higher Churn Risk
384744,canada,quebec,montreal,h2y 2w2,female,bachelor,91387.0,single,nova,3124.93,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,39,47324,47324.0,0.0,0,8,15,0.2423962094835366,False,0,0.208878891042035,Low Risk,1,"Champions (high flights, low churn)"
808920,canada,ontario,toronto,m2z 4k1,male,bachelor,57159.0,divorced,nova,3126.27,standard,2017,11,0.0,0.0,,2017-11-01,False,False,0,7,12,13672,13672.0,0.0,0,10,12,0.1405910334708025,False,0,0.5367906794595113,Medium Risk,2,Occasional / Higher Churn Risk
611356,canada,nova scotia,halifax,b3c 2m8,male,bachelor,67072.0,married,nova,3129.11,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,32,57700,57700.0,0.0,0,3,8,0.3059214044725464,False,0,0.1368724586399372,Low Risk,1,"Champions (high flights, low churn)"
133859,canada,british columbia,vancouver,v6e 3d9,male,bachelor,62681.0,married,nova,3130.68,standard,2014,1,0.0,0.0,,2014-01-01,False,False,0,53,23,23383,23383.0,0.0,3,0,4,0.2024464661881954,False,0,0.2197088906951452,Low Risk,2,Occasional / Higher Churn Risk
744320,canada,british columbia,vancouver,v1e 4r6,female,doctor,261788.0,married,star,10215.78,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,30,65730,98595.0,0.0,0,26,30,0.3274140748154147,False,0,0.5228273888040187,Medium Risk,1,"Champions (high flights, low churn)"
692129,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,single,nova,3133.02,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,15,15884,15884.0,0.0,1,4,9,0.1912701524286407,False,0,0.2637408600603727,Low Risk,2,Occasional / Higher Churn Risk
668235,canada,british columbia,vancouver,v6e 3d9,female,high school or below,90085.0,divorced,star,10626.81,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,8,7392,11088.0,0.0,1,8,8,0.1162500466770997,False,0,0.5510253812624911,Medium Risk,2,Occasional / Higher Churn Risk
946998,canada,ontario,toronto,m1r 4k3,male,bachelor,74970.0,single,nova,3133.5,standard,2012,11,0.0,0.0,,2012-11-01,False,False,0,67,19,22845,21886.0,0.042,0,6,8,0.3019689602974021,False,0,0.1991894498148349,Low Risk,0,Engaged / Mid-Tier Loyalty
973524,canada,british columbia,west vancouver,v6v 8z3,female,bachelor,72779.0,married,nova,3135.41,standard,2012,7,0.0,0.0,,2012-07-01,False,False,0,71,30,44575,43584.0,0.022,1,2,4,0.2741413643604873,False,0,0.1546061870381931,Low Risk,1,"Champions (high flights, low churn)"
316290,canada,ontario,kingston,m9k 2p4,male,college,73455.0,single,nova,3135.58,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,33,52363,50507.0,0.035,0,10,16,0.2277950279306941,False,0,0.2469458840108643,Low Risk,1,"Champions (high flights, low churn)"
