Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cancellation Date,Enrollment Date,Cancelled Before Cutoff,Enrolled After Cutoff,Promotion Customer,Tenure,Total Flights in Lifetime,Total Distance,Net Reward Points,Redeem Ratio,Months Since Last Flight,Flights in last 3 months,Flights in last 6 months,Engagement Score,Cancelled In Label Window,Churn
336539,canada,british columbia,whistler,v6t 1y8,female,doctor,210090.0,divorced,aurora,5096.67,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,35,56529,55504.0,0.018,0,15,19,0.235155261973301,False,0
351513,canada,ontario,ottawa,k1f 2r2,female,doctor,210090.0,divorced,aurora,5096.67,standard,2012,11,0.0,0.0,,2012-11-01,False,False,0,67,0,0,0.0,0.0,999,0,0,0.2361719436165811,False,1
586542,canada,quebec,montreal,h2t 9k8,male,doctor,210090.0,divorced,aurora,5096.67,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,30,39178,39178.0,0.0,1,1,8,0.1456872773646514,False,0
792383,canada,quebec,hull,j8y 3z5,female,doctor,210090.0,divorced,aurora,5096.67,standard,2016,1,0.0,0.0,,2016-01-01,False,False,0,29,36,60894,60026.0,0.014,3,0,7,0.14210729072839878,False,0
274264,canada,nova scotia,halifax,b3c 2m8,male,bachelor,52352.0,married,aurora,5096.7,standard,2013,12,0.0,0.0,,2013-12-01,False,False,0,54,31,46414,45890.0,0.011,0,6,12,0.2836853418682229,False,0
117408,canada,saskatchewan,regina,s6j 3g0,female,college,73455.0,married,aurora,5099.51,standard,2016,1,0.0,0.0,,2016-01-01,False,False,0,29,31,60692,60692.0,0.0,0,7,13,0.2095712531220461,False,0
498644,canada,ontario,toronto,p1j 8t7,male,bachelor,86750.0,married,aurora,5103.3,standard,2014,3,0.0,0.0,,2014-03-01,False,False,0,51,31,50495,49601.0,0.018,0,8,12,0.2844400354073487,False,0
231273,canada,british columbia,kelowna,v09 2e9,female,bachelor,60776.0,divorced,aurora,5103.36,standard,2015,1,0.0,0.0,,2015-01-01,False,False,0,41,33,52734,51940.0,0.015,1,5,9,0.21964620565778106,False,0
329587,canada,ontario,toronto,m1r 4k3,female,bachelor,53939.0,married,aurora,5106.11,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,23,34230,34230.0,0.0,2,3,3,0.27396791343613097,False,0
206992,canada,ontario,kingston,m9k 2p4,female,bachelor,57975.0,married,aurora,5107.16,standard,2016,6,0.0,0.0,,2016-06-01,False,False,0,24,21,24855,23621.0,0.05,0,5,5,0.14261759692689743,False,0
469684,canada,british columbia,vancouver,v6e 3z3,female,bachelor,57975.0,married,aurora,5107.16,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,22,32613,32170.0,0.014,0,2,4,0.141681558586767,False,0
763520,canada,quebec,montreal,h2y 4r4,male,bachelor,57975.0,married,aurora,5107.16,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,23,37643,35868.0,0.047,1,4,7,0.11658133048142381,False,0
823112,canada,quebec,tremblant,h5y 2s9,male,bachelor,57975.0,married,aurora,5107.16,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,35,54077,54077.0,0.0,0,7,8,0.21886872017290557,False,0
768012,canada,british columbia,victoria,v10 6t5,male,doctor,259461.0,married,aurora,5108.04,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,35,62638,61392.0,0.02,0,5,13,0.30007922823889976,False,0
399418,canada,nova scotia,halifax,b3j 9s2,male,bachelor,47476.0,divorced,aurora,5109.5,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,24,37643,37206.0,0.012,0,4,4,0.20323398379636048,False,0
734035,canada,ontario,kingston,m9k 2p4,female,doctor,206024.0,married,aurora,5110.76,standard,2013,12,0.0,0.0,,2013-12-01,False,False,0,54,31,50188,49144.0,0.021,0,4,10,0.2630550223857779,False,0
332983,canada,quebec,quebec city,g1b 3l5,male,bachelor,101171.0,married,star,4479.02,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,9,5342,8013.0,0.0,0,9,9,0.11446847447711422,False,0
894340,canada,prince edward island,charlottetown,c1a 6e8,male,college,73455.0,single,aurora,5111.36,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,32,44732,41668.0,0.068,0,5,9,0.2906167133696295,False,0
400702,canada,ontario,ottawa,k1f 2r2,female,bachelor,101736.0,single,aurora,5116.73,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,33,50989,49581.0,0.028,1,6,10,0.14218616006421722,False,1
416124,canada,ontario,toronto,m2m 6j7,male,bachelor,61300.0,divorced,aurora,5119.41,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,36,46266,44998.0,0.027,1,4,10,0.29010860682218703,False,0
466147,canada,quebec,montreal,h2y 2w2,male,college,73455.0,married,aurora,5120.62,standard,2017,12,0.0,0.0,,2017-12-01,False,False,0,6,3,5310,4781.0,0.1,5,0,3,0.044870276675111925,False,0
559279,canada,british columbia,whistler,v6t 1y8,male,bachelor,73734.0,married,aurora,5121.84,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,36,51629,49478.0,0.042,0,3,9,0.27977932406557054,False,0
733693,canada,quebec,montreal,h2t 9k8,female,bachelor,73734.0,married,aurora,5121.84,standard,2013,12,0.0,0.0,,2013-12-01,False,False,0,54,37,70695,69294.0,0.02,2,3,6,0.23804641468560236,False,0
602900,canada,quebec,montreal,h2t 2j6,male,bachelor,74499.0,married,aurora,5122.72,standard,2014,3,0.0,0.0,,2014-03-01,False,False,0,51,28,46141,46141.0,0.0,0,12,14,0.31604271109748716,False,0
543978,canada,ontario,toronto,m2m 6j7,female,bachelor,97676.0,married,aurora,5123.17,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,28,44586,43820.0,0.017,0,5,9,0.19267999970357022,False,0
660436,canada,ontario,toronto,m2m 6j7,male,college,73455.0,single,aurora,5123.77,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,32,44154,43228.0,0.021,0,2,8,0.10390796565804464,False,0
472726,canada,quebec,quebec city,g1b 3l5,male,bachelor,85866.0,divorced,aurora,5124.22,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,0,0,0.0,0.0,999,0,0,0.2565267984681783,False,1
220358,canada,ontario,toronto,p1j 8t7,male,bachelor,78114.0,married,aurora,5126.04,standard,2017,4,0.0,0.0,,2017-04-01,False,False,0,14,16,24881,24337.0,0.022,1,2,4,0.08768547030024297,False,0
590301,canada,british columbia,vancouver,v5r 1w3,female,bachelor,78114.0,married,aurora,5126.04,standard,2012,10,0.0,0.0,,2012-10-01,False,False,0,68,23,34214,33774.0,0.013,0,9,9,0.3326711849151136,False,0
420464,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,56178.0,married,aurora,5126.54,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,0,0,0.0,0.0,999,0,0,0.24639878624515485,False,1
640244,canada,quebec,montreal,h2t 2j6,female,bachelor,56178.0,married,aurora,5126.54,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,27,44957,43862.0,0.024,0,5,7,0.22342696531936973,False,0
384920,canada,ontario,toronto,p1l 8x8,female,bachelor,94488.0,married,aurora,5126.84,standard,2013,3,0.0,0.0,,2013-03-01,False,False,0,63,23,30792,29507.0,0.042,1,3,5,0.2635652104103831,False,0
573332,canada,british columbia,vancouver,v5r 1w3,female,bachelor,94488.0,married,aurora,5126.84,standard,2012,7,0.0,0.0,,2012-07-01,False,False,0,71,36,52043,52043.0,0.0,0,8,14,0.3618837975397119,False,0
458320,canada,quebec,montreal,h2t 2j6,male,bachelor,84910.0,married,aurora,5129.61,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,13,17501,16265.0,0.071,0,7,7,0.1329546047630748,False,0
101663,canada,ontario,toronto,m2m 7k8,male,bachelor,94946.0,married,aurora,5129.74,standard,2016,9,0.0,0.0,,2016-09-01,False,False,0,21,29,47070,46109.0,0.02,0,3,6,0.12658418294294463,False,0
873458,canada,british columbia,vancouver,v6e 3d9,female,doctor,84117.0,divorced,aurora,5130.82,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,29,47581,46370.0,0.025,1,4,7,0.16732964757975627,False,0
141497,canada,quebec,quebec city,g1b 3l5,female,bachelor,57611.0,married,star,4842.28,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,8,13560,20340.0,0.0,0,8,8,0.1018686410909463,False,0
439296,canada,ontario,ottawa,k1g 4z0,female,bachelor,60295.0,married,aurora,5133.64,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,26,35749,34789.0,0.027,3,0,5,0.16620065900423225,False,0
521311,canada,british columbia,vancouver,v1e 4r6,female,bachelor,89320.0,married,aurora,5137.85,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,27,48376,47831.0,0.011,0,13,16,0.2029494893361951,False,0
709059,canada,quebec,quebec city,g1b 3l5,female,bachelor,71074.0,married,star,5471.83,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,4,3596,5394.0,0.0,0,4,4,0.0590761466060239,False,0
735605,canada,quebec,montreal,h2y 4r4,male,bachelor,66499.0,married,star,6636.86,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,1,2011,3016.5,0.0,2,1,1,0.035021194071554546,False,0
235629,canada,new brunswick,fredericton,e3b 2h2,male,master,124308.0,divorced,aurora,5140.39,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.009954822315887152,False,0
173212,canada,quebec,montreal,h2y 2w2,female,bachelor,76014.0,married,aurora,5141.98,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,32,36040,34215.0,0.051,1,3,13,0.2994490014484851,False,0
476875,canada,ontario,toronto,p1l 8x8,male,bachelor,60641.0,married,aurora,5143.88,standard,2016,5,0.0,0.0,,2016-05-01,False,False,0,25,26,46581,46168.0,0.009,0,4,6,0.14557589198638654,False,0
330464,canada,nova scotia,halifax,b3j 9s2,male,bachelor,100510.0,divorced,aurora,5146.9,standard,2014,10,0.0,0.0,,2014-10-01,False,False,0,44,30,53898,53453.0,0.008,0,6,10,0.24025176159685016,False,0
743768,canada,saskatchewan,regina,s1j 3c5,female,bachelor,100510.0,divorced,aurora,5146.9,standard,2016,7,0.0,0.0,,2016-07-01,False,False,0,23,23,33882,32999.0,0.026,1,5,9,0.15896907225789483,False,0
595325,canada,british columbia,west vancouver,v6v 8z3,female,bachelor,51574.0,married,aurora,5149.3,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,32,47370,46785.0,0.012,0,1,2,0.211031692970795,False,0
881198,canada,quebec,montreal,h2t 2j6,female,bachelor,51574.0,married,aurora,5149.3,standard,2015,8,0.0,0.0,,2015-08-01,False,False,0,34,30,49310,49310.0,0.0,0,1,9,0.17439947251504517,False,0
881584,canada,quebec,montreal,h2y 4r4,female,bachelor,66023.0,divorced,star,7164.4,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,27,53565,79422.5,0.012,0,27,27,0.30877456491620536,False,0
949175,canada,manitoba,winnipeg,r3r 3t4,female,college,73455.0,single,aurora,5153.92,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,23,32948,31315.0,0.05,0,7,10,0.2490864755335037,False,0
437810,canada,new brunswick,moncton,e1a 2a7,female,bachelor,72625.0,divorced,aurora,5154.05,standard,2014,1,0.0,0.0,,2014-01-01,False,False,0,53,23,29952,27758.0,0.073,1,3,6,0.2347669281171891,False,0
297869,canada,quebec,tremblant,h5y 2s9,female,bachelor,92444.0,married,aurora,5154.76,standard,2014,4,0.0,0.0,,2014-04-01,False,False,0,50,25,37655,37655.0,0.0,1,1,8,0.22356832919001396,False,0
272812,canada,ontario,toronto,p2t 6g3,male,bachelor,50905.0,married,aurora,5158.58,standard,2017,2,0.0,0.0,,2017-02-01,False,False,0,16,31,46289,45846.0,0.01,2,3,9,0.12448671857007262,False,0
273357,canada,ontario,toronto,p1l 8x8,female,college,73455.0,single,aurora,5158.65,standard,2014,8,0.0,0.0,,2014-08-01,False,False,0,46,33,48325,48325.0,0.0,0,5,10,0.24160981083858063,False,0
302908,canada,ontario,toronto,m1r 4k3,male,college,73455.0,single,aurora,5159.37,standard,2014,12,0.0,0.0,,2014-12-01,False,False,0,42,17,25864,25459.0,0.016,0,7,9,0.23406611231707594,False,0
905497,canada,british columbia,dawson creek,u5i 4f1,female,college,73455.0,married,aurora,5161.79,standard,2012,6,0.0,0.0,,2012-06-01,False,False,0,72,0,0,0.0,0.0,999,0,0,0.25326376828291974,False,1
166577,canada,ontario,toronto,m2m 7k8,male,college,73455.0,single,aurora,5162.12,standard,2015,10,0.0,0.0,,2015-10-01,False,False,0,32,41,71444,69585.0,0.026,0,8,13,0.2253333973862717,False,0
315851,canada,newfoundland,st. john's,a1c 6h9,female,bachelor,96807.0,married,aurora,5163.84,standard,2013,2,0.0,0.0,,2013-02-01,False,False,0,64,32,59918,59094.0,0.014,0,9,11,0.32907764731411704,False,0
469977,canada,nova scotia,halifax,b3c 2m8,female,bachelor,91312.0,single,aurora,5168.15,standard,2015,8,0.0,0.0,,2015-08-01,False,False,0,34,30,48760,48397.0,0.007,0,5,8,0.19129451582642193,False,0
784570,canada,quebec,hull,j8y 3z5,female,high school or below,44092.0,single,aurora,5169.5,standard,2017,2,0.0,0.0,,2017-02-01,False,False,0,16,16,25456,24793.0,0.026,0,2,4,0.0945756588502653,False,0
465931,canada,alberta,edmonton,t9g 1w3,female,bachelor,97240.0,divorced,aurora,5170.36,standard,2014,6,0.0,0.0,,2014-06-01,False,False,0,48,26,32179,31212.0,0.03,1,6,10,0.25383730248887293,False,0
482256,canada,ontario,toronto,m8y 4k8,male,bachelor,71131.0,married,aurora,5170.98,standard,2016,9,0.0,0.0,,2016-09-01,False,False,0,21,23,32429,30748.0,0.052,0,5,8,0.14738428563219103,False,0
733746,canada,quebec,montreal,h2t 2j6,female,college,73455.0,married,aurora,5171.27,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,24,32705,30963.0,0.053,0,6,7,0.14453961944220856,False,0
526064,canada,yukon,whitehorse,y2k 6r0,male,bachelor,96360.0,married,aurora,5174.08,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,3,2634,2634.0,0.0,0,3,3,0.04444686660995076,False,0
655453,canada,ontario,kingston,m9k 2p4,male,bachelor,96360.0,married,aurora,5174.08,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,23,42058,41662.0,0.009,0,1,7,0.15115811750278735,False,0
130326,canada,manitoba,winnipeg,r3r 3t4,female,college,73455.0,married,aurora,5175.29,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,15,22038,22038.0,0.0,0,6,10,0.2437173035419752,False,0
845275,canada,quebec,montreal,h2y 4r4,female,college,73455.0,married,aurora,5175.29,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,37,57395,56329.0,0.019,0,11,16,0.3678705488589034,False,0
757634,canada,alberta,peace river,t9o 2w2,female,bachelor,80892.0,married,aurora,5178.7,standard,2016,4,0.0,0.0,,2016-04-01,False,False,0,26,32,41361,40404.0,0.023,0,7,13,0.1996792487671388,False,0
135808,canada,ontario,toronto,p1j 8t7,female,college,73455.0,single,aurora,5179.55,standard,2013,8,0.0,0.0,,2013-08-01,False,False,0,58,24,32543,32194.0,0.011,2,1,7,0.2457695062048178,False,0
418281,canada,quebec,hull,j8y 3z5,male,bachelor,102982.0,married,aurora,5181.62,standard,2015,10,0.0,0.0,,2015-10-01,False,False,0,32,32,36619,36242.0,0.01,1,2,4,0.1486669239796617,False,0
508115,canada,yukon,whitehorse,y2k 6r0,male,bachelor,102982.0,married,aurora,5181.62,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,30,49432,48294.0,0.023,0,11,16,0.19897106443725487,False,0
834522,canada,ontario,toronto,m8y 4k8,female,bachelor,102982.0,married,aurora,5181.62,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,0,0,0.0,0.0,999,0,0,0.2431895156250155,False,1
245066,canada,quebec,montreal,h2y 4r4,female,college,73455.0,married,star,7781.0,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,25,24254,36381.0,0.0,0,24,25,0.2845593936284297,False,0
821325,canada,quebec,montreal,h2y 2w2,male,college,73455.0,married,aurora,5186.36,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,6,14202,14202.0,0.0,0,6,6,0.0754947990996393,False,0
436081,canada,ontario,kingston,m9k 2p4,male,bachelor,92032.0,single,aurora,5189.29,standard,2013,5,0.0,0.0,,2013-05-01,False,False,0,61,26,37636,36715.0,0.024,1,4,12,0.2967486970375949,False,0
812282,canada,quebec,tremblant,h5y 2s9,male,bachelor,95167.0,single,aurora,5191.45,standard,2014,4,0.0,0.0,,2014-04-01,False,False,0,50,32,53176,53176.0,0.0,0,7,10,0.2660935928096859,False,0
431277,canada,quebec,montreal,h2y 4r4,male,bachelor,48780.0,married,aurora,5192.36,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,11,22033,21160.0,0.04,5,0,1,0.058935261390864205,False,0
631821,canada,ontario,trenton,k8v 4b2,female,bachelor,49030.0,single,aurora,5200.23,standard,2014,8,0.0,0.0,,2014-08-01,False,False,0,46,25,46348,45138.0,0.026,0,1,4,0.19058657547619412,False,0
282930,canada,british columbia,vancouver,v6e 3d9,male,college,73455.0,married,aurora,5201.71,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,14,19192,18287.0,0.047,0,4,4,0.250814386147892,False,0
577405,canada,british columbia,whistler,v6t 1y8,female,college,73455.0,married,aurora,5205.91,standard,2016,4,0.0,0.0,,2016-04-01,False,False,0,26,38,65522,64960.0,0.009,0,14,18,0.262316071655853,False,0
753149,canada,ontario,toronto,p5s 6r4,male,high school or below,63594.0,married,aurora,5206.76,standard,2012,6,0.0,0.0,,2012-06-01,False,False,0,72,11,15000,14447.0,0.037,0,3,3,0.28441206628852755,False,0
222960,canada,quebec,montreal,h2t 9k8,female,bachelor,91792.0,married,aurora,5207.99,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,29,39782,39782.0,0.0,0,8,11,0.2258054419780231,False,0
397248,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,97604.0,single,aurora,5210.35,standard,2013,6,0.0,0.0,,2013-06-01,False,False,0,60,32,50501,50501.0,0.0,0,5,11,0.29396779933233685,False,0
785185,canada,nova scotia,halifax,b3j 9s2,male,bachelor,79593.0,married,aurora,5213.37,standard,2017,2,0.0,0.0,,2017-02-01,False,False,0,16,16,22755,22216.0,0.024,0,6,6,0.12625340143744346,False,0
418990,canada,quebec,montreal,h2t 9k8,female,bachelor,76442.0,married,aurora,5216.91,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,27,41077,39844.0,0.03,1,7,14,0.3533471713344932,False,0
205465,canada,quebec,montreal,h2y 2w2,male,bachelor,61070.0,divorced,aurora,5217.51,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,0,0,0.0,0.0,999,0,0,0.013569976117566072,False,0
738141,canada,quebec,quebec city,g1b 3l5,male,bachelor,61070.0,divorced,aurora,5217.51,standard,2017,7,0.0,0.0,,2017-07-01,False,False,0,11,19,39744,39744.0,0.0,1,8,15,0.16436143253562097,False,0
751820,canada,ontario,ottawa,k1f 2r2,female,bachelor,61070.0,divorced,aurora,5217.51,standard,2017,2,0.0,0.0,,2017-02-01,False,False,0,16,32,49069,49069.0,0.0,0,5,9,0.13553721189554355,False,0
956191,canada,new brunswick,moncton,e1a 2a7,female,bachelor,61070.0,divorced,aurora,5217.51,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,21,25413,25025.0,0.015,0,11,16,0.18218936276764325,False,0
342958,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,47545.0,married,aurora,5218.97,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,10,13961,13961.0,0.0,1,4,7,0.09327596321347062,False,0
842236,canada,saskatchewan,regina,s1j 3c5,male,bachelor,79444.0,single,aurora,5219.89,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,31,47889,47125.0,0.016,0,3,10,0.20727961729052463,False,0
444686,canada,alberta,peace river,t9o 2w2,male,college,73455.0,married,aurora,5220.28,standard,2013,5,0.0,0.0,,2013-05-01,False,False,0,61,33,48887,48295.0,0.012,0,9,9,0.30931187386879694,False,0
950980,canada,ontario,toronto,p1j 8t7,male,bachelor,82300.0,married,aurora,5220.69,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,14,19681,19681.0,0.0,0,9,14,0.30341753117546266,False,0
728748,canada,quebec,tremblant,h5y 2s9,male,bachelor,76137.0,married,aurora,5221.14,standard,2017,11,0.0,0.0,,2017-11-01,False,False,0,7,7,14940,14461.0,0.032,1,3,3,0.06486162146814275,False,0
746677,canada,new brunswick,moncton,e1a 2a7,female,bachelor,76137.0,married,aurora,5221.14,standard,2014,11,0.0,0.0,,2014-11-01,False,False,0,43,30,38190,38190.0,0.0,0,6,10,0.2371013164060474,False,0
630396,canada,ontario,toronto,p1j 8t7,female,high school or below,52781.0,divorced,aurora,5223.43,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,35,50957,50594.0,0.007,0,9,9,0.3397269504695265,False,0
833765,canada,quebec,montreal,h2t 2j6,male,bachelor,74153.0,married,aurora,5225.03,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,24,25950,25220.0,0.028,1,5,6,0.23234090408903726,False,0
462077,canada,alberta,edmonton,t9g 1w3,male,bachelor,100023.0,married,aurora,5227.1,standard,2015,4,0.0,0.0,,2015-04-01,False,False,0,38,21,25473,24800.0,0.026,1,3,4,0.17451161049778358,False,0
246775,canada,ontario,toronto,p1j 8t7,female,high school or below,42956.0,married,aurora,5227.23,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,13,22479,22479.0,0.0,0,9,11,0.14008307941749817,False,0
471440,canada,quebec,montreal,h4g 3t4,male,bachelor,83852.0,married,aurora,5227.57,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,9,17101,17101.0,0.0,0,1,7,0.08037639766410729,False,0
784945,canada,ontario,toronto,m8y 4k8,male,bachelor,99573.0,married,aurora,5228.92,standard,2015,2,0.0,0.0,,2015-02-01,False,False,0,40,29,49531,49531.0,0.0,0,5,6,0.20194744184230198,False,0
438120,canada,ontario,thunder bay,k8t 5m5,female,bachelor,82796.0,married,aurora,5229.45,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,0,0,0.0,0.0,999,0,0,0.013606634553175621,False,0
755538,canada,quebec,montreal,h2y 2w2,male,high school or below,74119.0,divorced,aurora,5229.68,standard,2016,2,0.0,0.0,,2016-02-01,False,False,0,28,26,31412,30464.0,0.03,1,5,5,0.15650727388520844,False,0
430712,canada,ontario,toronto,p1l 8x8,male,bachelor,82566.0,married,aurora,5233.95,standard,2017,11,2018.0,7.0,2018-07-01,2017-11-01,False,False,0,7,11,18893,18893.0,0.0,0,5,10,0.1100842417033816,True,1
724818,canada,ontario,toronto,m2m 7k8,male,bachelor,78196.0,married,aurora,5233.99,standard,2015,2,0.0,0.0,,2015-02-01,False,False,0,40,27,42110,42110.0,0.0,1,3,10,0.21070128578130629,False,0
660030,canada,quebec,tremblant,h5y 2s9,female,college,73455.0,single,aurora,5234.78,standard,2013,9,0.0,0.0,,2013-09-01,False,False,0,57,41,47666,45638.0,0.043,0,3,10,0.2681361436881216,False,0
102982,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,84442.0,married,aurora,5235.57,standard,2016,11,0.0,0.0,,2016-11-01,False,False,0,19,12,22077,22077.0,0.0,0,3,5,0.11525038686255747,False,0
630880,canada,ontario,toronto,m2z 4k1,male,bachelor,84442.0,married,aurora,5235.57,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,16,23556,23241.0,0.013,0,2,2,0.1424070191982179,False,0
803796,canada,british columbia,dawson creek,u5i 4f1,female,bachelor,52379.0,single,aurora,5239.89,standard,2012,11,0.0,0.0,,2012-11-01,False,False,0,67,25,35502,35502.0,0.0,3,0,3,0.2513175429835926,False,0
917972,canada,british columbia,whistler,v6t 1y8,male,bachelor,67283.0,single,aurora,5241.14,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,22,34582,34152.0,0.012,0,7,12,0.17469872229542419,False,0
906623,canada,ontario,kingston,m9k 2p4,female,bachelor,102546.0,single,aurora,5243.45,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,20,34187,33673.0,0.015,0,4,9,0.10991180054251662,False,0
241038,canada,ontario,kingston,m9k 2p4,male,bachelor,51989.0,married,aurora,5244.55,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,33,41871,40034.0,0.044,0,10,15,0.2969356381433845,False,0
541898,canada,ontario,toronto,m8y 4k8,female,bachelor,83349.0,divorced,aurora,5246.06,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,17,25509,24498.0,0.04,1,5,10,0.12025655721165171,False,0
235391,canada,ontario,ottawa,k1f 2r2,male,bachelor,53061.0,married,aurora,5246.28,standard,2012,7,0.0,0.0,,2012-07-01,False,False,0,71,26,41786,41429.0,0.009,2,3,7,0.30076286617096265,False,0
220131,canada,quebec,montreal,h2y 4r4,female,bachelor,74587.0,married,star,10364.35,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,47,80300,120450.0,0.0,0,45,47,0.5144644204089831,False,0
293266,canada,quebec,montreal,h2t 9k8,female,bachelor,53061.0,married,aurora,5246.28,standard,2014,10,0.0,0.0,,2014-10-01,False,False,0,44,25,38781,38781.0,0.0,2,3,7,0.20954664995474642,False,0
328173,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,single,aurora,5247.85,standard,2013,3,2018.0,7.0,2018-07-01,2013-03-01,False,False,0,63,29,45643,45217.0,0.009,0,7,12,0.3199895937468452,True,1
925850,canada,quebec,montreal,h2y 4r4,female,bachelor,54856.0,married,star,10928.41,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,16,12608,18912.0,0.0,1,16,16,0.19986997239570076,False,0
165056,canada,saskatchewan,regina,s6j 3g0,female,bachelor,62633.0,single,aurora,5251.97,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,24,36725,35459.0,0.034,0,3,6,0.15736486142913358,False,0
847359,canada,nova scotia,halifax,b3j 9s2,male,bachelor,62633.0,single,aurora,5251.97,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,30,49479,48695.0,0.016,1,1,3,0.15205968412907137,False,0
596390,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,75473.0,married,aurora,5251.98,standard,2017,4,0.0,0.0,,2017-04-01,False,False,0,14,16,28351,28351.0,0.0,1,4,9,0.12345150303892374,False,0
913981,canada,ontario,toronto,m2p 4f6,male,bachelor,75473.0,married,aurora,5251.98,standard,2016,1,0.0,0.0,,2016-01-01,False,False,0,29,44,62638,61723.0,0.015,0,8,12,0.2105721915023232,False,0
727175,canada,quebec,quebec city,g1b 3l5,male,high school or below,44903.0,married,aurora,5253.49,standard,2016,1,0.0,0.0,,2016-01-01,False,False,0,29,30,36294,35668.0,0.017,9,0,0,0.10827503725430737,False,0
437197,canada,alberta,calgary,t3e 2v9,female,bachelor,57134.0,married,aurora,5254.73,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,22,31711,30940.0,0.024,0,5,6,0.29999965721251803,False,0
