Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
700705,canada,manitoba,winnipeg,r3r 3t4,female,college,73455.0,single,aurora,8485.39,standard,2013,4,0.0,0.0
281979,canada,alberta,edmonton,t3g 6y6,female,college,73455.0,married,aurora,8487.24,standard,2012,6,0.0,0.0
318845,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,single,aurora,8489.84,standard,2015,8,2016.0,11.0
670606,canada,ontario,trenton,k8v 4b2,male,college,73455.0,single,aurora,8489.84,standard,2015,6,0.0,0.0
551055,canada,ontario,toronto,m1r 4k3,male,bachelor,52252.0,married,aurora,8492.7,standard,2012,12,0.0,0.0
666761,canada,alberta,banff,t4v 1d4,male,bachelor,52252.0,married,aurora,8492.7,standard,2016,11,2017.0,7.0
207484,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,49491.0,divorced,aurora,8496.06,standard,2012,7,0.0,0.0
777875,canada,ontario,toronto,m2m 7k8,male,bachelor,64560.0,married,aurora,8496.35,standard,2017,1,0.0,0.0
803407,canada,alberta,edmonton,t9g 1w3,male,bachelor,64560.0,married,aurora,8496.35,standard,2015,5,0.0,0.0
128534,canada,british columbia,west vancouver,v6v 8z3,male,college,73455.0,single,aurora,8501.65,standard,2013,6,0.0,0.0
513446,canada,ontario,toronto,m2m 7k8,female,bachelor,66119.0,married,aurora,8507.13,standard,2016,5,0.0,0.0
445282,canada,british columbia,vancouver,v5r 1w3,female,bachelor,73237.0,married,aurora,8509.02,standard,2014,2,2014.0,10.0
607555,canada,ontario,toronto,p1j 8t7,male,doctor,250253.0,divorced,aurora,8509.85,standard,2012,9,0.0,0.0
709415,canada,ontario,trenton,k8v 4b2,male,doctor,250253.0,divorced,aurora,8509.85,standard,2016,6,0.0,0.0
855198,canada,british columbia,kelowna,v09 2e9,female,college,73455.0,single,aurora,8510.53,standard,2015,7,0.0,0.0
261957,canada,manitoba,winnipeg,r2c 0m5,male,bachelor,50955.0,married,aurora,8510.76,standard,2016,12,0.0,0.0
210734,canada,british columbia,vancouver,v5r 1w3,female,bachelor,77074.0,divorced,aurora,8512.13,standard,2016,9,0.0,0.0
425940,canada,british columbia,whistler,v6t 1y8,male,bachelor,57156.0,married,aurora,8513.7,standard,2015,7,0.0,0.0
541410,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,59401.0,married,aurora,8516.75,standard,2018,9,0.0,0.0
561321,canada,ontario,sudbury,m5v 1g5,male,college,73455.0,married,aurora,8518.55,standard,2013,7,0.0,0.0
186942,canada,ontario,toronto,p2t 6g3,female,bachelor,59647.0,married,aurora,8521.74,standard,2017,6,0.0,0.0
250280,canada,british columbia,vancouver,v6e 3d9,male,bachelor,59647.0,married,aurora,8521.74,standard,2016,12,0.0,0.0
500437,canada,nova scotia,halifax,b3j 9s2,male,college,73455.0,married,aurora,8522.76,standard,2018,12,0.0,0.0
163301,canada,quebec,hull,j8y 3z5,female,bachelor,104114.0,married,aurora,8531.4,standard,2018,8,0.0,0.0
742822,canada,ontario,toronto,m2m 7k8,female,doctor,250152.0,married,aurora,8533.83,standard,2017,8,0.0,0.0
697477,canada,british columbia,dawson creek,u5i 4f1,female,bachelor,66537.0,married,aurora,8534.79,standard,2016,4,0.0,0.0
364067,canada,ontario,toronto,m2m 7k8,male,bachelor,72731.0,single,aurora,8535.11,standard,2012,9,0.0,0.0
534505,canada,ontario,toronto,p5s 6r4,male,bachelor,70853.0,divorced,aurora,8535.11,standard,2012,5,0.0,0.0
242980,canada,ontario,toronto,m8y 4k8,male,bachelor,72503.0,married,aurora,8539.83,standard,2016,3,2016.0,11.0
878582,canada,british columbia,vancouver,v1e 4r6,female,bachelor,72503.0,married,aurora,8539.83,standard,2017,6,0.0,0.0
444646,canada,british columbia,vancouver,v6e 3d9,female,bachelor,68580.0,single,aurora,8542.22,standard,2017,1,0.0,0.0
799655,canada,ontario,toronto,p2t 6g3,male,bachelor,68580.0,single,aurora,8542.22,standard,2014,1,0.0,0.0
677717,canada,quebec,montreal,h2y 2w2,male,college,73455.0,married,aurora,8543.33,standard,2017,12,0.0,0.0
756065,canada,ontario,toronto,p2t 6g3,male,college,73455.0,married,aurora,8556.42,standard,2016,3,0.0,0.0
956438,canada,quebec,montreal,h2y 4r4,male,bachelor,70280.0,single,aurora,8556.58,standard,2012,5,0.0,0.0
244652,canada,british columbia,vancouver,v6e 3d9,male,high school or below,47238.0,married,aurora,8558.04,standard,2014,9,0.0,0.0
366654,canada,quebec,quebec city,g1b 3l5,male,college,73455.0,single,aurora,8558.93,standard,2014,5,0.0,0.0
461937,canada,newfoundland,st. john's,a1c 6h9,male,college,73455.0,single,aurora,8558.93,standard,2017,3,0.0,0.0
319464,canada,quebec,quebec city,g1b 3l5,male,master,128047.0,married,aurora,8560.16,standard,2014,4,2016.0,8.0
758210,canada,nova scotia,halifax,b3c 2m8,female,master,128047.0,married,aurora,8560.16,standard,2016,5,0.0,0.0
262366,canada,ontario,ottawa,k1f 2r2,female,bachelor,101933.0,married,aurora,8564.77,standard,2013,7,0.0,0.0
575844,canada,british columbia,west vancouver,v6v 8z3,female,bachelor,101933.0,married,aurora,8564.77,standard,2016,1,0.0,0.0
577795,canada,british columbia,whistler,v6t 1y8,male,bachelor,101933.0,married,aurora,8564.77,standard,2013,6,0.0,0.0
644630,canada,quebec,montreal,h2t 9k8,male,bachelor,101933.0,married,aurora,8564.77,standard,2016,1,0.0,0.0
779066,canada,british columbia,vancouver,v1e 4r6,male,bachelor,101933.0,married,aurora,8564.77,standard,2014,2,0.0,0.0
901582,canada,quebec,montreal,h2t 2j6,female,bachelor,101933.0,married,aurora,8564.77,standard,2012,8,0.0,0.0
914088,canada,quebec,quebec city,g1b 3l5,male,doctor,217943.0,single,aurora,8564.77,standard,2016,9,0.0,0.0
974630,canada,quebec,montreal,h4g 3t4,male,bachelor,104827.0,married,aurora,8566.42,standard,2012,10,0.0,0.0
680553,canada,quebec,montreal,h2t 9k8,female,bachelor,104938.0,married,aurora,8569.42,standard,2013,4,2015.0,3.0
426981,canada,ontario,toronto,m2m 7k8,female,bachelor,66081.0,single,aurora,8573.46,standard,2015,3,0.0,0.0
539322,canada,alberta,edmonton,t9g 1w3,male,high school or below,76565.0,married,aurora,8581.28,standard,2017,6,0.0,0.0
570668,canada,british columbia,vancouver,v5r 1w3,male,bachelor,80543.0,married,aurora,8581.64,standard,2013,12,2014.0,8.0
789932,canada,british columbia,victoria,v10 6t5,female,college,73455.0,married,nova,5392.5,2018 promotion,2018,4,0.0,0.0
732524,canada,nova scotia,halifax,b3j 9s2,female,bachelor,60208.0,married,aurora,8586.8,standard,2015,8,0.0,0.0
701235,canada,british columbia,vancouver,v6e 3d9,male,bachelor,78087.0,married,aurora,8590.33,standard,2016,4,0.0,0.0
178081,canada,british columbia,dawson creek,u5i 4f1,male,college,73455.0,single,aurora,8591.31,standard,2018,8,0.0,0.0
679638,canada,ontario,toronto,m1r 4k3,male,bachelor,60433.0,married,aurora,8591.6,standard,2014,8,0.0,0.0
199810,canada,ontario,toronto,p1l 8x8,male,bachelor,98698.0,married,aurora,8593.87,standard,2014,4,0.0,0.0
411533,canada,british columbia,vancouver,v5r 1w3,male,bachelor,98698.0,married,aurora,8593.87,standard,2012,8,0.0,0.0
747939,canada,alberta,peace river,t9o 2w2,female,bachelor,57240.0,married,aurora,8595.67,standard,2016,4,0.0,0.0
641970,canada,prince edward island,charlottetown,c1a 6e8,male,bachelor,88078.0,divorced,aurora,8595.73,standard,2012,7,0.0,0.0
924153,canada,british columbia,vancouver,v6e 3z3,male,bachelor,88078.0,divorced,aurora,8595.73,standard,2013,2,0.0,0.0
625557,canada,quebec,montreal,h4g 3t4,female,bachelor,66730.0,married,aurora,8605.5,standard,2013,6,0.0,0.0
906615,canada,ontario,sudbury,m5v 1g5,male,college,73455.0,married,aurora,8607.48,standard,2014,11,0.0,0.0
682819,canada,ontario,toronto,m2m 7k8,female,bachelor,47602.0,divorced,aurora,8608.16,standard,2014,3,0.0,0.0
179944,canada,quebec,montreal,h2t 2j6,female,bachelor,89781.0,married,aurora,8609.16,standard,2012,7,0.0,0.0
457605,canada,ontario,toronto,m2m 7k8,female,bachelor,89781.0,married,aurora,8609.16,standard,2016,8,2017.0,1.0
795235,canada,british columbia,vancouver,v5r 1w3,male,bachelor,89781.0,married,aurora,8609.16,standard,2018,5,2018.0,10.0
482424,canada,ontario,toronto,m2m 6j7,female,college,73455.0,married,aurora,8610.67,standard,2014,9,2015.0,5.0
168385,canada,quebec,hull,j8y 3z5,female,bachelor,51430.0,married,aurora,8613.46,standard,2014,12,0.0,0.0
480675,canada,british columbia,vancouver,v6e 3z3,male,high school or below,62164.0,married,nova,5507.24,2018 promotion,2018,2,0.0,0.0
472225,canada,quebec,hull,j8y 3z5,female,bachelor,65844.0,single,aurora,8618.3,standard,2016,8,0.0,0.0
331598,canada,british columbia,dawson creek,u5i 4f1,female,bachelor,64827.0,married,aurora,8621.0,standard,2013,1,0.0,0.0
311636,canada,ontario,toronto,p1j 8t7,female,bachelor,91872.0,married,aurora,8621.17,standard,2014,7,0.0,0.0
496668,canada,british columbia,vancouver,v1e 4r6,male,bachelor,91872.0,married,aurora,8621.17,standard,2018,10,0.0,0.0
153439,canada,quebec,montreal,h2t 2j6,female,college,73455.0,single,aurora,8621.19,standard,2018,9,0.0,0.0
402251,canada,ontario,toronto,p1j 8t7,female,bachelor,103151.0,single,aurora,8622.84,standard,2017,10,0.0,0.0
367782,canada,british columbia,victoria,v10 6t5,female,bachelor,98209.0,single,nova,5565.89,2018 promotion,2018,2,2018.0,10.0
960050,canada,ontario,thunder bay,k8t 5m5,female,bachelor,103151.0,single,aurora,8622.84,standard,2015,12,0.0,0.0
525918,canada,british columbia,vancouver,v6e 3z3,female,bachelor,63818.0,married,aurora,8624.92,standard,2017,11,0.0,0.0
782282,canada,quebec,tremblant,h5y 2s9,male,bachelor,68820.0,married,aurora,8625.84,standard,2014,3,0.0,0.0
341728,canada,quebec,montreal,h2t 2j6,male,college,73455.0,single,aurora,8628.3,standard,2013,7,0.0,0.0
155253,canada,british columbia,vancouver,v6e 3z3,male,bachelor,75158.0,married,aurora,8629.33,standard,2017,6,2018.0,2.0
258067,canada,quebec,quebec city,g1b 3l5,female,college,73455.0,married,aurora,8630.7,standard,2017,8,0.0,0.0
950437,canada,ontario,toronto,m8y 4k8,male,doctor,237790.0,single,aurora,8634.36,standard,2013,10,0.0,0.0
243734,canada,alberta,edmonton,t3g 6y6,female,high school or below,45580.0,married,aurora,8635.4,standard,2017,9,0.0,0.0
613185,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,77335.0,married,aurora,8639.09,standard,2015,9,0.0,0.0
809733,canada,quebec,montreal,h2y 4r4,female,bachelor,77335.0,married,aurora,8639.09,standard,2012,9,0.0,0.0
547407,canada,british columbia,vancouver,v1e 4r6,female,bachelor,99502.0,divorced,aurora,8639.5,standard,2015,7,0.0,0.0
169603,canada,alberta,edmonton,t9g 1w3,female,bachelor,89645.0,divorced,aurora,8641.53,standard,2018,6,0.0,0.0
275954,canada,ontario,toronto,m2m 7k8,female,bachelor,89645.0,divorced,aurora,8641.53,standard,2018,8,0.0,0.0
538877,canada,british columbia,whistler,v6t 1y8,male,bachelor,78830.0,married,aurora,8646.5,standard,2016,4,0.0,0.0
812899,canada,ontario,toronto,m8y 4k8,female,bachelor,78830.0,married,aurora,8646.5,standard,2012,5,0.0,0.0
875232,canada,quebec,montreal,h2t 9k8,male,bachelor,78830.0,married,aurora,8646.5,standard,2013,7,0.0,0.0
572812,canada,british columbia,vancouver,v6e 3d9,female,bachelor,50906.0,married,aurora,8646.55,standard,2016,12,2017.0,8.0
834306,canada,ontario,trenton,k8v 4b2,male,bachelor,50906.0,married,aurora,8646.55,standard,2013,1,0.0,0.0
256483,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,married,aurora,8647.14,standard,2014,12,0.0,0.0
466384,canada,ontario,toronto,p1l 8x8,female,college,73455.0,married,aurora,8647.14,standard,2016,1,2016.0,9.0
565452,canada,british columbia,vancouver,v1e 4r6,male,bachelor,63652.0,married,aurora,8649.18,standard,2012,5,0.0,0.0
638389,canada,ontario,toronto,m8y 4k8,male,bachelor,63652.0,married,aurora,8649.18,standard,2014,9,0.0,0.0
809216,canada,british columbia,dawson creek,u5i 4f1,female,bachelor,100976.0,married,aurora,8649.7,standard,2013,3,0.0,0.0
203815,canada,ontario,toronto,p1w 1k4,female,college,73455.0,married,aurora,8650.0,standard,2017,10,2018.0,6.0
997395,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,married,aurora,8650.0,standard,2013,9,0.0,0.0
426439,canada,nova scotia,halifax,b3j 9s2,female,bachelor,79913.0,married,aurora,8652.65,standard,2012,6,0.0,0.0
465891,canada,quebec,montreal,h2t 9k8,male,bachelor,82198.0,married,aurora,8657.97,standard,2017,9,0.0,0.0
380247,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,77615.0,married,aurora,8658.86,standard,2012,7,0.0,0.0
662380,canada,nova scotia,halifax,b3j 9s2,female,bachelor,77615.0,married,aurora,8658.86,standard,2014,8,0.0,0.0
753814,canada,ontario,kingston,m9k 2p4,male,bachelor,77615.0,married,aurora,8658.86,standard,2015,7,0.0,0.0
917585,canada,saskatchewan,regina,s6j 3g0,female,bachelor,77615.0,married,aurora,8658.86,standard,2018,6,0.0,0.0
294278,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,94449.0,single,aurora,8661.74,standard,2013,5,2016.0,6.0
496686,canada,ontario,toronto,m2m 7k8,male,bachelor,81492.0,married,aurora,8663.36,standard,2017,3,2017.0,11.0
544493,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,53287.0,married,aurora,8663.92,standard,2012,11,0.0,0.0
919055,canada,quebec,montreal,h2y 2w2,male,bachelor,53287.0,married,aurora,8663.92,standard,2018,10,0.0,0.0
290638,canada,ontario,toronto,m1r 4k3,male,bachelor,48405.0,divorced,aurora,8672.19,standard,2017,5,0.0,0.0
632556,canada,alberta,banff,t4v 1d4,male,bachelor,48405.0,divorced,aurora,8672.19,standard,2015,9,0.0,0.0
815541,canada,saskatchewan,regina,s1j 3c5,female,bachelor,80153.0,married,aurora,8675.99,standard,2016,11,0.0,0.0
840120,canada,nova scotia,halifax,b3j 9s2,female,bachelor,80153.0,married,aurora,8675.99,standard,2014,11,0.0,0.0
177814,canada,british columbia,whistler,v6t 1y8,male,bachelor,77543.0,married,aurora,8678.51,standard,2018,9,0.0,0.0
339274,canada,british columbia,vancouver,v6e 3d9,female,college,73455.0,married,aurora,8681.05,standard,2015,4,2016.0,6.0
817822,canada,quebec,quebec city,g1b 3l5,male,high school or below,40070.0,married,aurora,8682.23,standard,2014,1,0.0,0.0
248461,canada,ontario,toronto,p1j 8t7,female,college,73455.0,divorced,aurora,8689.82,standard,2012,9,0.0,0.0
351615,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,divorced,aurora,8689.82,standard,2015,5,0.0,0.0
636293,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,55312.0,divorced,aurora,8692.28,standard,2012,6,0.0,0.0
210205,canada,ontario,toronto,p1j 8t7,male,bachelor,103449.0,divorced,aurora,8692.64,standard,2015,9,0.0,0.0
262336,canada,quebec,montreal,h4g 3t4,male,bachelor,96516.0,married,aurora,8693.65,standard,2013,5,0.0,0.0
583718,canada,british columbia,vancouver,v6e 3d9,female,bachelor,98806.0,married,aurora,8696.91,standard,2017,9,0.0,0.0
927887,canada,quebec,tremblant,h5y 2s9,female,bachelor,59766.0,married,aurora,8704.28,standard,2015,12,0.0,0.0
166537,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,single,aurora,8708.02,standard,2015,3,0.0,0.0
632816,canada,quebec,tremblant,h5y 2s9,female,bachelor,94241.0,married,aurora,8709.85,standard,2014,7,2015.0,4.0
281032,canada,british columbia,vancouver,v5r 1w3,female,bachelor,99671.0,married,aurora,8711.3,standard,2015,6,2016.0,1.0
597156,canada,british columbia,vancouver,v6e 3d9,female,bachelor,85447.0,married,nova,5639.94,2018 promotion,2018,2,0.0,0.0
233958,canada,ontario,trenton,k8v 4b2,male,college,73455.0,divorced,aurora,8714.92,standard,2012,12,0.0,0.0
216661,canada,british columbia,whistler,v6t 1y8,female,bachelor,40125.0,single,nova,5647.15,2018 promotion,2018,4,0.0,0.0
675405,canada,alberta,banff,t4v 1d4,female,college,73455.0,divorced,aurora,8714.92,standard,2015,11,0.0,0.0
705633,canada,ontario,toronto,m1r 4k3,female,college,73455.0,divorced,aurora,8714.92,standard,2018,6,0.0,0.0
203033,canada,quebec,montreal,h2y 4r4,male,bachelor,93261.0,married,aurora,8717.05,standard,2016,3,0.0,0.0
427036,canada,alberta,edmonton,t9g 1w3,female,bachelor,93261.0,married,aurora,8717.05,standard,2013,5,0.0,0.0
549982,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,93261.0,married,aurora,8717.05,standard,2017,2,0.0,0.0
857949,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,93261.0,married,aurora,8717.05,standard,2014,8,2015.0,4.0
184735,canada,alberta,edmonton,t9g 1w3,female,bachelor,93159.0,married,aurora,8717.78,standard,2013,3,0.0,0.0
298712,canada,ontario,toronto,m2m 7k8,female,bachelor,93159.0,married,aurora,8717.78,standard,2017,7,0.0,0.0
453448,canada,british columbia,whistler,v6t 1y8,male,bachelor,50698.0,divorced,aurora,8722.9,standard,2017,11,0.0,0.0
608159,canada,manitoba,winnipeg,r2c 0m5,male,bachelor,56267.0,married,aurora,8723.67,standard,2017,2,0.0,0.0
416940,canada,ontario,toronto,m2m 7k8,male,bachelor,92796.0,divorced,aurora,8733.53,standard,2013,10,2017.0,9.0
455068,canada,alberta,edmonton,t9g 1w3,female,bachelor,76749.0,married,aurora,8737.84,standard,2015,4,0.0,0.0
139974,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,63809.0,married,aurora,8738.4,standard,2018,11,0.0,0.0
568205,canada,british columbia,vancouver,v5r 1w3,female,bachelor,39943.0,married,nova,5719.79,2018 promotion,2018,3,0.0,0.0
942703,canada,quebec,montreal,h2y 2w2,male,bachelor,59145.0,divorced,aurora,8742.47,standard,2016,7,0.0,0.0
655016,canada,ontario,toronto,m8y 4k8,female,bachelor,104728.0,divorced,aurora,8743.85,standard,2014,12,2017.0,6.0
129071,canada,ontario,kingston,m9k 2p4,male,bachelor,57295.0,single,aurora,8750.22,standard,2013,6,2016.0,2.0
252531,canada,new brunswick,moncton,e1a 2a7,male,bachelor,50790.0,married,aurora,8750.71,standard,2014,4,2014.0,10.0
688168,canada,ontario,ottawa,k1f 2r2,female,bachelor,49477.0,married,aurora,8754.16,standard,2013,6,0.0,0.0
530051,canada,quebec,quebec city,g1b 3l5,male,bachelor,65189.0,single,aurora,8767.63,standard,2016,7,0.0,0.0
917998,canada,ontario,ottawa,k1g 4z0,male,college,73455.0,single,aurora,8773.51,standard,2014,7,0.0,0.0
288735,canada,quebec,hull,j8y 3z5,female,bachelor,52659.0,married,aurora,8776.36,standard,2016,6,0.0,0.0
529579,canada,british columbia,vancouver,v6e 3z3,male,bachelor,52659.0,married,aurora,8776.36,standard,2018,6,0.0,0.0
891179,canada,newfoundland,st. john's,a1c 6h9,female,bachelor,71952.0,married,aurora,8779.09,standard,2014,10,0.0,0.0
882353,canada,ontario,toronto,m8y 4k8,male,doctor,135464.0,married,aurora,8783.17,standard,2014,11,0.0,0.0
899883,canada,ontario,ottawa,k1f 2r2,male,bachelor,98621.0,married,aurora,8788.53,standard,2017,12,2018.0,8.0
597981,canada,ontario,toronto,m8y 4k8,female,bachelor,48626.0,married,aurora,8789.88,standard,2016,11,0.0,0.0
391927,canada,british columbia,vancouver,v5r 1w3,female,bachelor,71490.0,single,aurora,8791.44,standard,2016,5,0.0,0.0
454022,canada,ontario,toronto,p1w 1k4,male,bachelor,71490.0,single,aurora,8791.44,standard,2016,4,0.0,0.0
784608,canada,british columbia,vancouver,v6e 3z3,female,bachelor,85249.0,married,aurora,8793.52,standard,2013,7,0.0,0.0
357138,canada,ontario,toronto,p2t 6g3,male,bachelor,91018.0,married,aurora,8797.83,standard,2013,3,0.0,0.0
538770,canada,british columbia,vancouver,v6e 3d9,male,bachelor,91018.0,married,aurora,8797.83,standard,2015,3,0.0,0.0
670215,canada,ontario,trenton,k8v 4b2,male,bachelor,49871.0,married,aurora,8798.31,standard,2014,12,0.0,0.0
794502,canada,alberta,banff,t4v 1d4,female,bachelor,88271.0,married,aurora,8798.8,standard,2014,4,0.0,0.0
327098,canada,british columbia,vancouver,v5r 1w3,female,bachelor,67755.0,married,aurora,8804.54,standard,2016,4,0.0,0.0
963757,canada,ontario,ottawa,k1g 4z0,female,bachelor,104968.0,married,aurora,8819.02,standard,2014,5,0.0,0.0
640163,canada,quebec,montreal,h2y 2w2,male,bachelor,87330.0,married,aurora,8823.85,standard,2018,9,0.0,0.0
398819,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,51166.0,married,aurora,8826.61,standard,2016,4,0.0,0.0
369091,canada,british columbia,vancouver,v1e 4r6,female,bachelor,52734.0,married,aurora,8826.96,standard,2013,8,0.0,0.0
716961,canada,ontario,toronto,p1j 8t7,male,bachelor,52734.0,married,aurora,8826.96,standard,2014,2,0.0,0.0
250586,canada,quebec,montreal,h2t 9k8,male,college,73455.0,single,aurora,8827.23,standard,2013,3,0.0,0.0
769361,canada,saskatchewan,regina,s6j 3g0,male,bachelor,76723.0,married,aurora,8828.38,standard,2013,8,0.0,0.0
735666,canada,british columbia,vancouver,v6e 3z3,male,bachelor,48278.0,married,aurora,8835.16,standard,2013,8,0.0,0.0
190791,canada,newfoundland,st. john's,a1c 6h9,female,bachelor,77478.0,single,aurora,8837.33,standard,2016,11,0.0,0.0
126308,canada,manitoba,winnipeg,r6y 4t5,female,bachelor,92396.0,married,aurora,8838.09,standard,2016,5,2017.0,1.0
657842,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,47542.0,married,nova,6308.92,2018 promotion,2018,4,0.0,0.0
416575,canada,british columbia,vancouver,v5r 1w3,male,bachelor,92396.0,married,aurora,8838.09,standard,2015,12,0.0,0.0
500788,canada,ontario,toronto,m2m 7k8,male,bachelor,92396.0,married,aurora,8838.09,standard,2012,8,0.0,0.0
882443,canada,ontario,toronto,p5s 6r4,female,bachelor,92396.0,married,aurora,8838.09,standard,2015,4,2015.0,12.0
427804,canada,ontario,toronto,p1w 1k4,female,bachelor,66516.0,married,aurora,8840.19,standard,2016,1,2016.0,9.0
396267,canada,quebec,montreal,h4g 3t4,female,bachelor,88308.0,single,aurora,8845.71,standard,2013,7,0.0,0.0
952222,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,88308.0,single,aurora,8845.71,standard,2013,1,0.0,0.0
873045,canada,alberta,edmonton,t3g 6y6,female,bachelor,81643.0,married,aurora,8852.69,standard,2013,9,0.0,0.0
990598,canada,ontario,toronto,m2p 4f6,male,bachelor,97856.0,married,aurora,8861.15,standard,2014,8,0.0,0.0
384750,canada,british columbia,vancouver,v6e 3d9,male,bachelor,98921.0,married,aurora,8870.67,standard,2014,7,0.0,0.0
665100,canada,ontario,kingston,m9k 2p4,female,bachelor,52804.0,married,aurora,8873.2,standard,2013,5,0.0,0.0
235454,canada,quebec,montreal,h2t 9k8,male,bachelor,71057.0,single,aurora,8873.53,standard,2013,10,2018.0,1.0
833998,canada,ontario,toronto,m8y 4k8,male,bachelor,82547.0,married,aurora,8875.97,standard,2015,4,0.0,0.0
175804,canada,british columbia,victoria,v10 6t5,male,bachelor,70384.0,single,aurora,8879.79,standard,2017,5,0.0,0.0
861879,canada,quebec,montreal,h2t 2j6,female,bachelor,70384.0,single,aurora,8879.79,standard,2016,9,2017.0,11.0
443985,canada,ontario,toronto,p1w 1k4,female,bachelor,74926.0,married,aurora,8888.14,standard,2017,3,0.0,0.0
701617,canada,quebec,montreal,h2y 2w2,female,bachelor,47646.0,single,aurora,8888.88,standard,2016,12,0.0,0.0
394979,canada,ontario,thunder bay,k8t 5m5,female,bachelor,88328.0,married,aurora,8888.89,standard,2012,5,0.0,0.0
464220,canada,quebec,montreal,h4g 3t4,female,bachelor,93199.0,divorced,aurora,8900.42,standard,2014,8,0.0,0.0
245800,canada,ontario,toronto,m2m 6j7,male,college,73455.0,single,aurora,8901.68,standard,2012,10,0.0,0.0
952959,canada,alberta,banff,t4v 1d4,female,bachelor,66177.0,married,aurora,8902.74,standard,2012,6,0.0,0.0
617484,canada,saskatchewan,regina,s6j 3g0,male,high school or below,49864.0,married,aurora,8903.97,standard,2016,1,0.0,0.0
430618,canada,quebec,montreal,h2y 4r4,female,bachelor,55316.0,single,aurora,8915.17,standard,2012,8,0.0,0.0
119638,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,single,nova,6409.63,2018 promotion,2018,2,0.0,0.0
580592,canada,quebec,montreal,h4g 3t4,male,bachelor,49366.0,married,aurora,8925.63,standard,2013,5,2013.0,7.0
417825,canada,nova scotia,halifax,b3c 2m8,female,bachelor,76477.0,married,aurora,8932.32,standard,2016,5,0.0,0.0
622302,canada,quebec,montreal,h4g 3t4,male,bachelor,61111.0,single,aurora,8935.03,standard,2018,6,0.0,0.0
397947,canada,british columbia,vancouver,v5r 1w3,male,bachelor,78245.0,married,aurora,8935.27,standard,2013,4,0.0,0.0
139518,canada,quebec,tremblant,h5y 2s9,male,bachelor,57235.0,married,aurora,8954.43,standard,2016,5,0.0,0.0
592966,canada,ontario,toronto,m8y 4k8,female,bachelor,62515.0,married,aurora,8966.31,standard,2013,1,0.0,0.0
321734,canada,ontario,trenton,k8v 4b2,male,bachelor,82936.0,married,aurora,8973.11,standard,2018,5,0.0,0.0
912128,canada,alberta,edmonton,t9g 1w3,female,bachelor,63730.0,married,aurora,8982.85,standard,2017,7,0.0,0.0
135578,canada,british columbia,vancouver,v5r 1w3,male,bachelor,80398.0,married,aurora,8986.61,standard,2012,7,0.0,0.0
933807,canada,ontario,toronto,p1w 1k4,male,bachelor,80398.0,married,aurora,8986.61,standard,2017,11,0.0,0.0
847283,canada,quebec,montreal,h2y 2w2,female,college,73455.0,single,aurora,8992.78,standard,2018,11,0.0,0.0
142190,canada,ontario,thunder bay,k8t 5m5,female,bachelor,68279.0,married,aurora,8996.77,standard,2018,12,0.0,0.0
574506,canada,ontario,ottawa,k1f 2r2,male,bachelor,52474.0,married,aurora,9000.44,standard,2017,12,0.0,0.0
408886,canada,ontario,kingston,m9k 2p4,male,bachelor,76817.0,married,aurora,9002.12,standard,2013,3,0.0,0.0
101664,canada,nova scotia,halifax,b3j 9s2,male,bachelor,87654.0,married,aurora,9002.41,standard,2013,7,0.0,0.0
307049,canada,ontario,toronto,p2t 6g3,female,bachelor,62303.0,single,aurora,9007.43,standard,2014,6,0.0,0.0
726544,canada,nova scotia,halifax,b3c 2m8,male,bachelor,55513.0,married,aurora,9009.22,standard,2017,8,0.0,0.0
337453,canada,british columbia,vancouver,v6e 3d9,female,bachelor,96819.0,married,aurora,9011.13,standard,2013,12,0.0,0.0
166239,canada,british columbia,whistler,v6t 1y8,male,bachelor,78655.0,single,aurora,9011.76,standard,2012,10,0.0,0.0
711625,canada,nova scotia,halifax,b3j 9s2,male,bachelor,81549.0,married,aurora,9012.92,standard,2015,12,0.0,0.0
223313,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,single,aurora,9015.92,standard,2017,12,0.0,0.0
924796,canada,ontario,toronto,p1w 1k4,male,college,73455.0,single,aurora,9022.08,standard,2015,3,2015.0,11.0
