Loyalty Number,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed
611366,2017,9,2,4526,4526.0,0
611481,2017,9,2,3650,3650.0,0
612186,2017,9,2,2674,2674.0,0
612311,2017,9,2,3994,3994.0,0
612555,2017,9,2,1732,1732.0,0
612664,2017,9,2,2612,2612.0,0
613908,2017,9,2,1738,1738.0,0
614063,2017,9,2,4876,4876.0,0
615244,2017,9,2,1600,1600.0,0
615251,2017,9,2,4668,4668.0,0
615411,2017,9,2,3912,3912.0,0
615528,2017,9,2,4000,4000.0,0
615578,2017,9,2,4238,4238.0,0
615662,2017,9,2,2856,2856.0,0
324248,2018,1,2,1472,1472.0,349
616220,2017,9,2,2984,2984.0,0
616350,2017,9,2,1008,1008.0,0
617296,2017,9,2,3020,3020.0,0
613076,2018,3,2,1016,1016.0,428
617348,2017,9,2,3632,3632.0,0
617960,2017,9,2,1646,1646.0,0
618601,2017,9,2,4956,4956.0,0
619268,2017,9,2,3264,3264.0,0
619920,2017,9,2,1696,1696.0,0
621093,2017,9,2,2758,2758.0,0
621750,2017,9,2,4494,4494.0,0
624065,2017,9,2,3540,3540.0,0
624216,2017,9,2,4166,4166.0,0
625859,2017,9,2,3862,3862.0,0
626474,2017,9,2,2248,2248.0,0
628096,2017,9,2,4534,4534.0,0
628844,2017,9,2,4052,4052.0,0
628952,2017,9,2,3816,3816.0,0
629177,2017,9,2,2830,2830.0,0
629410,2017,9,2,1210,1210.0,0
629642,2017,9,2,1676,1676.0,0
630265,2017,9,2,4082,4082.0,0
631853,2017,9,2,4678,4678.0,0
632097,2017,9,2,4304,4304.0,0
632103,2017,9,2,1066,1066.0,0
633140,2017,9,2,4964,4964.0,0
633202,2017,9,2,2762,2762.0,0
633749,2017,9,2,3028,3028.0,0
633787,2017,9,2,2020,2020.0,0
633938,2017,9,2,2846,2846.0,0
634807,2017,9,2,4620,4620.0,0
622883,2017,3,2,4412,4412.0,534
635162,2017,9,2,2092,2092.0,0
636012,2017,9,2,2074,2074.0,0
636177,2017,9,2,1478,1478.0,0
845275,2017,5,2,1336,1336.0,534
636965,2017,9,2,2094,2094.0,0
637249,2017,9,2,3786,3786.0,0
637641,2017,9,2,3992,3992.0,0
626542,2017,10,2,3562,3562.0,474
637687,2017,9,2,4666,4666.0,0
637986,2017,9,2,3456,3456.0,0
638162,2017,9,2,3622,3622.0,0
896951,2018,10,2,1814,1814.0,474
638253,2017,9,2,3114,3114.0,0
638685,2017,9,2,2898,2898.0,0
638732,2017,9,2,2354,2354.0,0
639419,2017,9,2,3808,3808.0,0
235506,2018,3,2,4998,4998.0,644
640009,2017,9,2,1382,1382.0,0
915933,2018,1,2,4118,4118.0,518
986086,2017,7,2,4050,4050.0,713
642002,2017,9,2,1682,1682.0,0
644017,2017,9,2,3082,3082.0,0
644374,2017,9,2,2202,2202.0,0
644769,2017,9,2,3394,3394.0,0
645986,2017,9,2,2714,2714.0,0
646359,2017,9,2,1356,1356.0,0
433300,2017,11,2,1662,1662.0,0
647041,2017,9,2,4354,4354.0,0
647491,2017,9,2,1902,1902.0,0
414207,2018,2,2,1836,1836.0,353
647894,2017,9,2,1112,1112.0,0
648432,2017,9,2,3046,3046.0,0
648455,2017,9,2,4332,4332.0,0
648648,2017,9,2,1310,1310.0,0
649961,2017,9,2,4890,4890.0,0
650420,2017,9,2,2714,2714.0,0
650486,2017,9,2,3564,3564.0,0
650870,2017,9,2,1690,1690.0,0
652047,2017,9,2,1366,1366.0,0
652212,2017,9,2,2646,2646.0,0
652498,2017,9,2,3538,3538.0,0
652852,2017,9,2,3884,3884.0,0
653081,2017,9,2,2872,2872.0,0
157212,2018,7,2,1750,1750.0,696
653539,2017,9,2,4000,4000.0,0
654187,2017,9,2,2788,2788.0,0
654817,2017,9,2,3472,3472.0,0
655892,2017,9,2,1124,1124.0,0
655957,2017,9,2,2406,2406.0,0
656415,2017,9,2,1566,1566.0,0
656487,2017,9,2,1990,1990.0,0
657492,2017,9,2,3584,3584.0,0
657865,2017,9,2,1418,1418.0,0
659400,2017,9,2,2898,2898.0,0
659419,2017,9,2,3786,3786.0,0
434657,2017,3,2,4744,4744.0,0
660684,2017,9,2,2350,2350.0,0
661054,2017,9,2,2924,2924.0,0
434657,2017,4,2,2166,2166.0,0
662166,2017,9,2,3044,3044.0,0
641448,2017,10,2,4778,4778.0,587
663133,2017,9,2,2960,2960.0,0
280292,2018,10,2,3378,3378.0,587
434657,2017,10,2,3246,3246.0,0
664062,2017,9,2,4666,4666.0,0
664379,2017,9,2,4262,4262.0,0
664493,2017,9,2,4638,4638.0,0
665467,2017,9,2,1902,1902.0,0
434657,2017,2,2,4722,4722.0,480
434657,2018,2,2,4550,4550.0,0
666952,2017,9,2,4320,4320.0,0
667262,2017,9,2,2620,2620.0,0
667767,2017,9,2,1646,1646.0,0
668020,2017,9,2,4784,4784.0,0
668136,2017,9,2,4010,4010.0,0
669368,2017,9,2,4564,4564.0,0
669894,2017,9,2,1520,1520.0,0
670002,2017,9,2,2844,2844.0,0
670215,2017,9,2,2054,2054.0,0
671115,2017,9,2,4866,4866.0,0
672600,2017,9,2,2766,2766.0,0
673399,2017,9,2,4050,4050.0,0
673424,2017,9,2,4838,4838.0,0
673934,2017,9,2,3738,3738.0,0
674689,2017,9,2,4236,4236.0,0
675057,2017,9,2,3320,3320.0,0
675385,2017,9,2,2870,2870.0,0
675442,2017,9,2,2064,2064.0,0
675516,2017,9,2,2270,2270.0,0
675535,2017,9,2,2282,2282.0,0
675538,2017,9,2,2582,2582.0,0
675936,2017,9,2,1636,1636.0,0
676203,2017,9,2,3928,3928.0,0
676376,2017,9,2,4962,4962.0,0
401007,2017,1,2,4848,4848.0,534
676631,2017,9,2,2138,2138.0,0
677141,2017,9,2,3222,3222.0,0
677218,2017,9,2,3572,3572.0,0
677513,2017,9,2,3240,3240.0,0
678616,2017,9,2,3750,3750.0,0
678722,2017,9,2,2186,2186.0,0
679607,2017,9,2,2728,2728.0,0
680839,2017,9,2,2306,2306.0,0
681822,2017,9,2,1554,1554.0,0
682571,2017,9,2,4086,4086.0,0
682840,2017,9,2,1028,1028.0,0
683901,2017,9,2,3416,3416.0,0
684305,2017,9,2,2820,2820.0,0
684889,2017,9,2,2860,2860.0,0
685546,2017,9,2,4536,4536.0,0
685608,2017,9,2,1430,1430.0,0
685683,2017,9,2,3480,3480.0,0
686031,2017,9,2,1206,1206.0,0
687199,2017,9,2,3648,3648.0,0
687463,2017,9,2,1450,1450.0,0
687962,2017,9,2,4408,4408.0,0
690862,2017,9,2,1478,1478.0,0
690866,2017,9,2,3760,3760.0,0
691259,2017,9,2,3800,3800.0,0
691520,2017,9,2,4084,4084.0,0
691542,2017,9,2,4970,4970.0,0
692252,2017,9,2,2226,2226.0,0
692729,2017,9,2,1008,1008.0,0
693196,2017,9,2,3086,3086.0,0
693256,2017,9,2,2424,2424.0,0
694158,2017,9,2,4286,4286.0,0
694388,2017,9,2,3438,3438.0,0
694743,2017,9,2,2908,2908.0,0
694828,2017,9,2,1006,1006.0,0
696826,2017,9,2,1916,1916.0,0
697169,2017,9,2,3704,3704.0,0
699962,2017,9,2,4634,4634.0,0
700225,2017,9,2,1716,1716.0,0
700260,2017,9,2,4968,4968.0,0
701391,2017,9,2,3218,3218.0,0
702327,2017,9,2,4444,4444.0,0
702522,2017,9,2,3176,3176.0,0
703937,2017,9,2,3386,3386.0,0
706125,2017,9,2,2054,2054.0,0
706792,2017,9,2,2758,2758.0,0
706918,2017,9,2,2136,2136.0,0
707424,2017,9,2,1554,1554.0,0
707588,2017,9,2,4158,4158.0,0
708692,2017,9,2,1850,1850.0,0
709595,2017,9,2,1784,1784.0,0
709724,2017,9,2,2594,2594.0,0
709920,2017,9,2,4676,4676.0,0
709948,2017,9,2,2686,2686.0,0
710115,2017,9,2,2432,2432.0,0
710364,2017,9,2,1208,1208.0,0
711214,2017,9,2,2576,2576.0,0
711248,2017,9,2,1166,1166.0,0
711577,2017,9,2,2638,2638.0,0
713580,2017,9,2,4622,4622.0,0
714206,2017,9,2,2056,2056.0,0
714270,2017,9,2,2754,2754.0,0
714962,2017,9,2,1062,1062.0,0
716360,2017,9,2,1586,1586.0,0
717891,2017,9,2,2258,2258.0,0
436705,2017,10,2,3690,3690.0,0
720465,2017,9,2,4514,4514.0,0
720557,2017,9,2,1348,1348.0,0
721088,2017,9,2,2746,2746.0,0
721377,2017,9,2,2416,2416.0,0
721423,2017,9,2,3664,3664.0,0
410347,2017,8,2,1374,1374.0,412
722518,2017,9,2,4030,4030.0,0
722976,2017,9,2,2910,2910.0,0
723061,2017,9,2,2232,2232.0,0
723591,2017,9,2,1226,1226.0,0
805008,2017,3,2,1490,1490.0,369
724414,2017,9,2,4224,4224.0,0
726139,2017,9,2,2630,2630.0,0
726268,2017,9,2,4126,4126.0,0
727095,2017,9,2,2296,2296.0,0
727497,2017,9,2,2294,2294.0,0
727648,2017,9,2,1354,1354.0,0
728302,2017,9,2,3808,3808.0,0
722538,2017,10,2,1962,1962.0,330
729677,2017,9,2,3412,3412.0,0
451886,2018,10,2,1666,1666.0,330
730715,2017,9,2,1548,1548.0,0
731494,2017,9,2,4880,4880.0,0
732213,2017,9,2,2844,2844.0,0
732694,2017,9,2,3314,3314.0,0
732863,2017,9,2,3106,3106.0,0
733181,2017,9,2,2580,2580.0,0
485933,2017,6,2,3380,3380.0,440
733693,2017,9,2,3650,3650.0,0
733889,2017,9,2,1756,1756.0,0
734727,2017,9,2,1734,1734.0,0
734824,2017,9,2,2288,2288.0,0
736518,2017,9,2,1172,1172.0,0
401766,2018,6,2,3590,3590.0,440
997478,2018,12,2,2886,2886.0,393
738651,2017,9,2,4136,4136.0,0
739781,2017,9,2,1808,1808.0,0
740063,2017,9,2,1902,1902.0,0
740422,2017,9,2,4170,4170.0,0
740703,2017,9,2,3134,3134.0,0
740763,2017,9,2,4832,4832.0,0
741700,2017,9,2,1600,1600.0,0
741842,2017,9,2,3398,3398.0,0
742854,2017,9,2,1462,1462.0,0
743256,2017,9,2,2890,2890.0,0
743734,2017,9,2,3436,3436.0,0
743879,2017,9,2,4852,4852.0,0
744135,2017,9,2,1448,1448.0,0
744204,2017,9,2,4748,4748.0,0
745769,2017,9,2,4576,4576.0,0
745811,2017,9,2,4184,4184.0,0
745920,2017,9,2,2720,2720.0,0
278865,2017,11,2,4952,4952.0,511
746677,2017,9,2,3088,3088.0,0
746807,2017,9,2,1660,1660.0,0
747187,2017,9,2,4910,4910.0,0
748299,2017,9,2,1012,1012.0,0
370450,2017,4,2,1498,1498.0,532
748701,2017,9,2,1468,1468.0,0
749112,2017,9,2,1718,1718.0,0
448812,2017,1,2,1286,1286.0,490
748299,2018,10,2,1026,1026.0,539
263812,2017,2,2,3362,3362.0,476
752704,2017,9,2,4016,4016.0,0
752729,2017,9,2,2582,2582.0,0
752874,2017,9,2,1866,1866.0,0
753038,2017,9,2,2126,2126.0,0
753149,2017,9,2,2028,2028.0,0
437269,2017,10,2,2712,2712.0,0
753887,2017,9,2,3726,3726.0,0
754416,2017,9,2,1702,1702.0,0
755538,2017,9,2,3052,3052.0,0
200863,2017,5,2,1064,1064.0,402
757010,2017,9,2,4928,4928.0,0
757041,2017,9,2,1970,1970.0,0
757446,2017,9,2,3520,3520.0,0
757834,2017,9,2,1534,1534.0,0
757938,2017,9,2,3014,3014.0,0
758210,2017,9,2,2202,2202.0,0
257985,2018,5,2,4622,4622.0,402
759417,2017,9,2,3178,3178.0,0
760196,2017,9,2,4772,4772.0,0
760672,2017,9,2,4432,4432.0,0
761114,2017,9,2,3238,3238.0,0
762272,2017,9,2,4598,4598.0,0
764595,2017,9,2,1898,1898.0,0
764980,2017,9,2,4106,4106.0,0
765877,2017,9,2,2552,2552.0,0
766777,2017,9,2,3622,3622.0,0
770327,2017,9,2,3112,3112.0,0
771285,2017,9,2,4574,4574.0,0
771307,2017,9,2,2770,2770.0,0
772381,2017,9,2,1040,1040.0,0
772397,2017,9,2,1020,1020.0,0
772438,2017,9,2,4312,4312.0,0
773086,2017,9,2,1706,1706.0,0
773112,2017,9,2,3102,3102.0,0
773397,2017,9,2,1852,1852.0,0
437403,2017,1,2,1328,1328.0,379
776139,2017,9,2,4280,4280.0,0
778066,2017,9,2,3742,3742.0,0
778952,2017,9,2,3920,3920.0,0
779066,2017,9,2,2800,2800.0,0
779291,2017,9,2,2166,2166.0,0
779427,2017,9,2,3538,3538.0,0
779434,2017,9,2,1214,1214.0,0
779573,2017,9,2,3584,3584.0,0
780150,2017,9,2,3138,3138.0,0
780298,2017,9,2,1156,1156.0,0
781187,2017,9,2,3188,3188.0,0
781354,2017,9,2,4938,4938.0,0
781621,2017,9,2,3422,3422.0,0
782485,2017,9,2,1760,1760.0,0
784804,2017,9,2,2450,2450.0,0
784847,2017,9,2,1686,1686.0,0
785185,2017,9,2,4550,4550.0,0
785992,2017,9,2,2046,2046.0,0
787875,2017,9,2,1260,1260.0,0
788159,2017,9,2,1106,1106.0,0
671383,2017,6,2,1890,1890.0,578
788407,2017,9,2,3728,3728.0,0
788515,2017,9,2,4862,4862.0,0
788759,2017,9,2,1444,1444.0,0
594649,2017,8,2,3594,3594.0,541
789004,2017,9,2,3318,3318.0,0
789148,2017,9,2,2326,2326.0,0
789149,2017,9,2,3844,3844.0,0
789190,2017,9,2,1842,1842.0,0
789303,2017,9,2,1268,1268.0,0
540497,2018,8,2,1692,1692.0,541
444300,2018,5,2,1978,1978.0,482
790094,2017,9,2,3562,3562.0,0
980478,2018,12,2,1254,1254.0,514
791280,2017,9,2,3604,3604.0,0
792086,2017,9,2,2642,2642.0,0
792418,2017,9,2,2536,2536.0,0
792915,2017,9,2,3198,3198.0,0
793473,2017,9,2,4672,4672.0,0
793619,2017,9,2,4458,4458.0,0
794286,2017,9,2,3868,3868.0,0
795446,2017,9,2,4904,4904.0,0
795820,2017,9,2,4536,4536.0,0
796099,2017,9,2,1674,1674.0,0
797158,2017,9,2,3236,3236.0,0
797685,2017,9,2,1490,1490.0,0
798814,2017,9,2,4988,4988.0,0
799510,2017,9,2,3620,3620.0,0
800137,2017,9,2,2192,2192.0,0
801227,2017,9,2,1652,1652.0,0
114927,2017,9,2,2574,2574.0,370
906826,2017,11,2,3794,3794.0,337
802002,2017,9,2,1032,1032.0,0
465891,2018,11,2,3844,3844.0,337
802621,2017,9,2,1362,1362.0,0
802860,2017,9,2,2898,2898.0,0
803234,2017,9,2,3466,3466.0,0
419953,2017,4,2,4944,4944.0,349
577278,2018,10,2,3432,3432.0,353
804239,2017,9,2,3512,3512.0,0
804328,2017,9,2,1580,1580.0,0
804557,2017,9,2,3264,3264.0,0
804930,2017,9,2,3464,3464.0,0
805008,2017,9,2,1992,1992.0,0
805170,2017,9,2,3390,3390.0,0
805932,2017,9,2,3814,3814.0,0
806008,2017,9,2,4308,4308.0,0
806168,2017,9,2,1452,1452.0,0
806639,2017,9,2,4464,4464.0,0
806815,2017,9,2,3748,3748.0,0
382464,2017,11,2,3974,3974.0,478
807211,2017,9,2,3552,3552.0,0
807289,2017,9,2,3098,3098.0,0
807681,2017,9,2,1614,1614.0,0
808498,2017,9,2,1698,1698.0,0
986551,2018,11,2,1084,1084.0,478
515929,2017,4,2,1834,1834.0,497
809681,2017,9,2,2584,2584.0,0
810071,2017,9,2,2574,2574.0,0
811333,2017,9,2,2594,2594.0,0
675616,2017,9,2,2452,2452.0,529
638152,2018,3,2,2190,2190.0,534
812417,2017,9,2,3882,3882.0,0
813567,2017,9,2,1916,1916.0,0
813681,2017,9,2,1798,1798.0,0
814236,2017,9,2,2374,2374.0,0
815541,2017,9,2,2408,2408.0,0
815626,2017,9,2,1850,1850.0,0
816110,2017,9,2,2164,2164.0,0
817932,2017,9,2,2034,2034.0,0
818484,2017,9,2,3976,3976.0,0
820406,2017,9,2,4618,4618.0,0
820454,2017,9,2,1986,1986.0,0
821010,2017,9,2,2622,2622.0,0
821043,2017,9,2,2162,2162.0,0
822122,2017,9,2,1094,1094.0,0
822665,2017,9,2,4910,4910.0,0
822694,2017,9,2,1012,1012.0,0
823590,2017,9,2,4954,4954.0,0
824216,2017,9,2,2354,2354.0,0
375511,2017,8,2,1272,1272.0,457
824610,2017,9,2,2380,2380.0,0
825165,2017,9,2,2302,2302.0,0
825484,2017,9,2,3424,3424.0,0
825517,2017,9,2,1710,1710.0,0
826304,2017,9,2,4776,4776.0,0
827731,2017,9,2,3474,3474.0,0
828136,2017,9,2,1068,1068.0,0
490250,2018,8,2,4874,4874.0,726
734226,2017,4,2,1888,1888.0,563
829588,2017,9,2,2392,2392.0,0
992002,2018,10,2,1204,1204.0,571
455594,2017,6,2,4842,4842.0,488
516242,2018,6,2,4506,4506.0,488
831829,2017,9,2,1552,1552.0,0
832301,2017,9,2,1240,1240.0,0
832566,2017,9,2,3796,3796.0,0
832665,2017,9,2,4080,4080.0,0
877251,2018,7,2,4028,4028.0,501
833024,2017,9,2,3790,3790.0,0
833322,2017,9,2,1166,1166.0,0
833728,2017,9,2,2454,2454.0,0
834066,2017,9,2,1496,1496.0,0
834733,2017,9,2,3226,3226.0,0
834760,2017,9,2,2204,2204.0,0
835779,2017,9,2,1068,1068.0,0
835973,2017,9,2,4466,4466.0,0
440213,2017,5,2,4640,4640.0,0
836443,2017,9,2,3640,3640.0,0
836706,2017,9,2,2662,2662.0,0
837932,2017,9,2,4844,4844.0,0
440213,2017,9,2,3446,3446.0,0
838634,2017,9,2,2420,2420.0,0
839328,2017,9,2,3804,3804.0,0
839412,2017,9,2,2088,2088.0,0
440213,2018,1,2,3396,3396.0,516
839527,2017,9,2,4288,4288.0,0
839694,2017,9,2,2326,2326.0,0
840088,2017,9,2,2726,2726.0,0
840120,2017,9,2,2328,2328.0,0
440213,2018,4,2,4418,4418.0,0
919894,2017,6,2,4296,4296.0,525
307049,2018,6,2,4024,4024.0,525
842054,2017,9,2,2158,2158.0,0
843233,2017,9,2,3066,3066.0,0
843642,2017,9,2,1338,1338.0,0
440213,2018,7,2,3306,3306.0,0
845273,2017,9,2,1950,1950.0,0
845275,2017,9,2,3666,3666.0,0
845580,2017,9,2,3048,3048.0,0
845945,2017,9,2,4908,4908.0,0
846055,2017,9,2,1692,1692.0,0
846243,2017,9,2,4944,4944.0,0
846277,2017,9,2,3606,3606.0,0
846374,2017,9,2,4840,4840.0,0
846796,2017,9,2,3980,3980.0,0
847359,2017,9,2,1020,1020.0,0
847559,2017,9,2,4154,4154.0,0
844193,2017,8,2,1808,1808.0,491
848736,2017,9,2,4504,4504.0,0
824259,2018,8,2,2828,2828.0,491
849587,2017,9,2,1706,1706.0,0
849884,2017,9,2,1012,1012.0,0
850092,2017,9,2,2754,2754.0,0
850721,2017,9,2,2474,2474.0,0
851901,2017,9,2,4754,4754.0,0
851982,2017,9,2,2952,2952.0,0
852094,2017,9,2,3408,3408.0,0
852573,2017,9,2,1188,1188.0,0
852597,2017,9,2,2466,2466.0,0
852863,2017,9,2,2916,2916.0,0
853417,2017,9,2,1902,1902.0,0
853438,2017,9,2,2832,2832.0,0
853894,2017,9,2,1534,1534.0,0
854812,2017,9,2,1290,1290.0,0
855198,2017,9,2,1430,1430.0,0
855384,2017,9,2,4230,4230.0,0
855530,2017,9,2,4182,4182.0,0
856942,2017,9,2,2854,2854.0,0
857845,2017,9,2,2046,2046.0,0
858557,2017,9,2,4486,4486.0,0
858563,2017,9,2,4816,4816.0,0
859957,2017,9,2,1084,1084.0,0
859972,2017,9,2,3754,3754.0,0
861058,2017,9,2,2182,2182.0,0
861104,2017,9,2,1078,1078.0,0
861675,2017,9,2,4088,4088.0,0
928868,2017,2,2,3462,3462.0,318
862097,2017,9,2,1632,1632.0,0
863019,2017,9,2,1910,1910.0,0
646277,2018,5,2,3612,3612.0,400
863259,2017,9,2,2626,2626.0,0
863349,2017,9,2,2614,2614.0,0
864084,2017,9,2,2764,2764.0,0
864324,2017,9,2,1542,1542.0,0
865429,2017,9,2,3992,3992.0,0
651835,2017,12,2,1606,1606.0,426
866362,2017,9,2,1548,1548.0,0
866403,2017,9,2,1164,1164.0,0
866701,2017,9,2,3350,3350.0,0
867056,2017,9,2,4974,4974.0,0
867327,2017,9,2,4554,4554.0,0
868037,2017,9,2,4708,4708.0,0
868568,2017,9,2,1550,1550.0,0
869116,2017,9,2,1520,1520.0,0
869133,2017,9,2,1114,1114.0,0
180925,2018,11,2,1534,1534.0,340
869265,2017,9,2,4414,4414.0,0
869284,2017,9,2,2344,2344.0,0
869971,2017,9,2,2042,2042.0,0
871445,2017,9,2,4654,4654.0,0
441419,2017,9,2,2616,2616.0,0
871972,2017,9,2,1976,1976.0,0
874267,2017,9,2,1272,1272.0,0
876569,2017,9,2,1444,1444.0,374
876207,2017,9,2,3914,3914.0,0
415446,2018,9,2,1670,1670.0,374
877488,2017,9,2,4314,4314.0,0
877730,2017,9,2,3346,3346.0,0
878929,2017,9,2,3012,3012.0,0
879462,2017,9,2,1650,1650.0,0
879904,2017,9,2,4580,4580.0,0
880402,2017,9,2,3682,3682.0,0
881413,2017,9,2,4268,4268.0,0
978040,2018,8,2,2922,2922.0,746
881846,2017,9,2,1662,1662.0,0
882590,2017,9,2,4864,4864.0,0
600884,2017,9,2,2406,2406.0,446
358792,2017,5,2,1480,1480.0,662
557752,2018,5,2,2626,2626.0,662
883841,2017,9,2,3356,3356.0,0
883968,2017,9,2,3264,3264.0,0
885474,2017,9,2,2674,2674.0,0
887995,2017,9,2,3004,3004.0,0
888049,2017,9,2,2932,2932.0,0
888291,2017,9,2,3974,3974.0,0
888506,2017,9,2,4590,4590.0,0
889061,2017,9,2,3004,3004.0,0
751223,2018,10,2,3586,3586.0,425
891128,2017,9,2,3242,3242.0,0
891335,2017,9,2,3072,3072.0,0
891413,2017,9,2,4218,4218.0,0
891810,2017,9,2,4718,4718.0,0
230908,2017,7,2,1240,1240.0,822
892632,2017,9,2,3928,3928.0,0
893294,2017,9,2,4100,4100.0,0
441670,2017,11,2,4526,4526.0,0
893574,2017,9,2,2140,2140.0,0
441670,2017,12,2,4622,4622.0,0
893909,2017,9,2,3626,3626.0,0
894340,2017,9,2,2638,2638.0,0
833783,2017,4,2,4016,4016.0,420
895085,2017,9,2,1176,1176.0,0
450896,2017,1,2,2164,2164.0,388
895725,2017,9,2,1462,1462.0,0
896095,2017,9,2,3862,3862.0,0
897229,2017,9,2,2034,2034.0,0
853266,2017,2,2,3882,3882.0,377
898698,2017,9,2,1268,1268.0,0
678205,2018,5,2,4902,4902.0,478
899760,2017,9,2,2990,2990.0,0
900460,2017,9,2,3418,3418.0,0
901954,2017,9,2,2990,2990.0,0
901987,2017,9,2,4596,4596.0,0
902608,2017,9,2,4442,4442.0,0
904602,2017,9,2,1926,1926.0,0
442831,2017,5,2,4872,4872.0,0
910576,2017,9,2,4496,4496.0,0
911906,2017,9,2,4478,4478.0,0
912396,2017,9,2,3750,3750.0,0
912420,2017,9,2,4442,4442.0,0
912797,2017,9,2,3806,3806.0,0
912864,2017,9,2,3064,3064.0,0
913060,2017,9,2,2830,2830.0,0
913340,2017,9,2,2000,2000.0,0
914044,2017,9,2,3000,3000.0,0
915156,2017,9,2,1650,1650.0,0
916269,2017,9,2,4640,4640.0,0
917610,2017,9,2,2244,2244.0,0
918021,2017,9,2,1164,1164.0,0
918042,2017,9,2,1048,1048.0,0
918163,2017,9,2,2344,2344.0,0
919117,2017,9,2,3610,3610.0,0
919818,2017,9,2,2310,2310.0,0
919889,2017,9,2,3402,3402.0,0
920545,2017,9,2,2584,2584.0,0
920966,2017,9,2,4418,4418.0,0
921102,2017,9,2,1496,1496.0,0
921375,2017,9,2,2176,2176.0,0
922388,2017,9,2,1460,1460.0,0
923062,2017,9,2,1932,1932.0,0
924056,2017,9,2,1780,1780.0,0
924469,2017,9,2,4782,4782.0,0
924634,2017,9,2,1160,1160.0,0
442831,2017,10,2,3034,3034.0,518
926083,2017,9,2,2234,2234.0,0
927202,2017,9,2,4186,4186.0,0
928153,2017,9,2,4690,4690.0,0
928804,2017,9,2,1818,1818.0,0
929009,2017,9,2,4940,4940.0,0
536823,2018,8,2,4458,4458.0,517
929451,2017,9,2,4510,4510.0,0
930562,2017,9,2,3440,3440.0,0
930848,2017,9,2,3220,3220.0,0
932270,2017,9,2,1726,1726.0,0
934912,2017,9,2,2428,2428.0,0
935068,2017,9,2,2090,2090.0,0
966920,2018,6,2,3752,3752.0,553
936570,2017,9,2,1782,1782.0,0
937163,2017,9,2,1798,1798.0,0
937228,2017,9,2,2400,2400.0,0
937418,2017,9,2,4524,4524.0,0
937956,2017,9,2,3764,3764.0,0
938636,2017,9,2,2672,2672.0,0
939094,2017,9,2,4930,4930.0,0
939741,2017,9,2,4208,4208.0,0
940256,2017,9,2,4276,4276.0,0
941170,2017,9,2,1750,1750.0,0
941683,2017,9,2,1182,1182.0,0
942413,2017,9,2,1282,1282.0,0
943553,2017,9,2,4922,4922.0,0
944093,2017,9,2,3920,3920.0,0
944636,2017,9,2,1742,1742.0,0
944980,2017,9,2,3778,3778.0,0
946525,2017,9,2,4578,4578.0,0
948662,2017,9,2,4940,4940.0,0
948825,2017,9,2,4198,4198.0,0
949890,2017,9,2,1394,1394.0,0
950029,2017,9,2,3092,3092.0,0
950437,2017,9,2,1056,1056.0,0
951458,2017,9,2,2436,2436.0,0
951624,2017,9,2,2328,2328.0,0
446886,2018,1,2,2390,2390.0,0
331857,2017,10,2,2706,2706.0,384
952077,2017,9,2,3276,3276.0,0
952545,2017,9,2,3758,3758.0,0
504403,2018,10,2,3666,3666.0,384
446886,2018,2,2,3656,3656.0,0
953431,2017,9,2,2286,2286.0,0
954453,2017,9,2,3930,3930.0,0
334329,2018,8,2,4988,4988.0,482
438641,2017,4,2,1564,1564.0,379
957214,2017,9,2,4322,4322.0,0
959280,2017,9,2,2664,2664.0,0
960708,2017,9,2,2158,2158.0,0
768313,2018,12,2,1008,1008.0,459
961639,2017,9,2,1632,1632.0,0
961961,2017,9,2,3964,3964.0,0
962011,2017,9,2,3828,3828.0,0
962455,2017,9,2,2000,2000.0,0
963487,2017,9,2,2392,2392.0,0
964151,2017,9,2,4048,4048.0,0
966285,2017,9,2,2410,2410.0,0
968034,2017,9,2,1448,1448.0,0
968671,2017,9,2,1824,1824.0,0
969342,2017,9,2,1300,1300.0,0
969632,2017,9,2,1182,1182.0,0
969732,2017,9,2,4962,4962.0,0
576184,2018,11,2,2366,2366.0,526
437598,2017,3,2,4114,4114.0,627
970102,2017,9,2,1690,1690.0,0
970637,2017,9,2,2006,2006.0,0
484194,2017,5,2,4358,4358.0,627
332208,2018,9,2,4290,4290.0,584
470022,2017,1,2,3874,3874.0,505
971581,2017,9,2,3160,3160.0,0
971582,2017,9,2,3198,3198.0,0
971627,2017,9,2,2432,2432.0,0
972129,2017,9,2,1896,1896.0,0
972686,2017,9,2,2464,2464.0,0
441340,2018,1,2,1136,1136.0,490
667117,2018,12,2,2366,2366.0,670
570806,2018,3,2,2858,2858.0,608
973860,2017,9,2,3256,3256.0,0
973951,2017,9,2,2952,2952.0,0
974777,2017,9,2,1758,1758.0,0
975407,2017,9,2,2782,2782.0,0
975477,2017,9,2,3778,3778.0,0
582493,2017,1,2,4746,4746.0,416
976307,2017,9,2,3470,3470.0,0
976695,2017,9,2,3274,3274.0,0
977244,2017,9,2,3716,3716.0,0
977274,2017,9,2,4924,4924.0,0
447804,2018,2,2,2826,2826.0,302
977523,2017,9,2,2786,2786.0,0
978130,2017,9,2,3504,3504.0,0
979262,2017,9,2,3102,3102.0,0
979309,2017,9,2,3684,3684.0,0
980338,2017,9,2,1042,1042.0,0
980952,2017,9,2,2982,2982.0,0
822555,2017,3,2,4804,4804.0,514
447804,2017,8,2,3444,3444.0,0
